,Unnamed: 0,1. The sentences below misunderstand the meaning of 'human dignity'. So humans are not the real reason for dignity. So what is the real reason for human dignity?,Unnamed: 0,", q56_Features, q56_Unique"
752,752,Man is an animal of morality and is dignified in its existence.,752.0,"777,0,0"
753,753,"Human dignity should be valued and respected because it is a human being, not judged by conditions and situations. Therefore, the real reason why humans are dignified is because they are humans.",753.0,"778,0,1779,0,0"
754,754,be dignified because one is human,754.0,"780,0,1"
755,755,Human beings are dignified by themselves because they are human. It is not about judging dignity and non-dignity by people's personal characteristics.,755.0,"781,0,1"
756,756,"Human beings are not dignified under any conditions, but dignified by their existence alone",756.0,"782,0,0"
757,757,Because I was born,757.0,"783,0,0"
758,758,Human beings are dignified in their very existence.,758.0,"784,1,0"
759,759,This is because he was born under the same sky and had cognitive abilities differentiated from animals.,759.0,"785,0,1"
760,760,Human beings are all equal because they are human. There is no reason to be different.,760.0,"786,0,0"
761,761,Because I'm a human being human,761.0,"787,0,1"
762,762,This is because all of them contain discriminatory words.,762.0,"788,0,0"
763,763,"Because he is a person with a personality, he should be respected even if he is not pretty and handsome.",763.0,"789,0,1"
764,764,Because I was born.,764.0,"790,0,0"
765,765,"From birth, man is born with dignity",765.0,"791,0,0"
766,766,Man is dignified because he has life.,766.0,"792,0,1"
767,767,Because people are equal!,767.0,"793,0,0"
768,768,Human beings survive because they are human,768.0,"794,0,1"
769,769,Every human being is born with dignity.,769.0,"795,0,1"
770,770,Human beings have human dignity since birth.,770.0,"796,0,1"
771,771,"Knowing the importance of life with intelligence,",771.0,"797,0,1"
772,772,ABCDEFG and everyone is dignified from birth.,772.0,"798,0,1"
773,773,"Regardless of gender, race, wealth, age, appearance, power, and educational background, it is dignified in itself.",773.0,"799,0,1"
774,774,This is because humans are dignified beings from the moment they are born.,774.0,"800,0,0"
775,775,It is because of the dignity of man himself.,775.0,"801,0,1"
776,776,This is because it is a warrant of all things and there is a valuable thing called death.,776.0,"802,0,1"
777,777,f,777.0,"803,0,0"
778,778,be dignified by man himself,778.0,"804,0,0"
779,779,be dignified because one was born with life,779.0,"805,0,0"
780,780,Human existence itself is dignified.,780.0,"806,0,1"
781,781,"Born as a human being, he is endowed with dignity.",781.0,"807,0,1"
782,782,Because I'm alive,782.0,"808,0,0809,0,1"
783,783,Everyone has to be dignified,783.0,"810,0,0"
784,784,Because I'm a person,784.0,"811,0,0"
785,785,Human beings are dignified.,785.0,"812,0,0"
786,786,Because we all have to treat each other as equal creatures in equal positions,786.0,"813,0,0"
787,787,Because dignity is what man thought,787.0,"814,0,0"
788,788,What we all think is the same,788.0,"815,0,0"
789,789,Because I'm a human being.,789.0,"816,0,0"
790,790,Human beings are dignified by themselves,790.0,"817,0,1"
791,791,"Because I'm a human beingIt is to judge humans objectively, and I think that judging humans by their appearance, character, property, and power is an act that ignores human dignity.",791.0,"818,1,0"
792,792,This is because humans are dignified by themselves.,792.0,"819,0,0"
793,793,"Human beings are dignified by themselves, so they cannot weigh dignity with other factors",793.0,"820,0,1"
794,794,This is because one should be respected.,794.0,"821,0,0"
795,795,Because every human being has basic rights,795.0,"822,0,0"
796,796,It is because humans are dignified by themselves.,796.0,"823,0,0"
797,797,Because there is only one person in the world.,797.0,"824,0,1"
798,798,be dignified because one is human,798.0,"825,0,1"
799,799,I don't know.,799.0,"826,0,0"
800,800,"Regardless of age, appearance, academic background, skin color, and property, humans are dignified in themselves.",800.0,"827,0,0"
801,801,Human beings are dignified because they are human beings themselves.,801.0,"828,0,0"
802,802,Because all men are equal,802.0,"829,0,0"
803,803,People's values are different from person to person,803.0,"830,1,0"
804,804,Humans are precious lives,804.0,"831,0,1"
805,805,Human beings are dignified in their own right,805.0,"832,0,1"
806,806,You don't have to distinguish,806.0,"833,0,1"
807,807,Human beings are dignified in themselves,807.0,"834,0,0"
808,808,All,808.0,"835,,"
809,809,Human beings are dignified in their own right,809.0,"836,,"
810,810,"All living things, including humans, are dignified",810.0,"837,6.1%,44.7%"
811,811,Because they have their own values,,
812,812,Because humans have dignity in themselves.,,
813,813,Existence,,
814,814,"Since existence itself has dignity, it is not a reason to have dignity conditionally.",,
815,815,"The existence of a human being in itself has human dignity, not related to competence, gender, or race",,
816,816,There is no reason for human dignity. It's just dignity because it's human.,,
817,817,Every human being is dignified in its very existence,,
818,818,Because existence alone is worth it.,,
819,819,Human beings have dignity in themselves,,
820,820,"People are valuable in their own way, regardless of gender, race, or property.",,
821,821,"""There should be no reason for dignity other than being human.",,
822,822,"Because that's what human dignity is.""",,
823,823,be dignified because one is human,,
824,824,Because every human being has the right to be respected,,
825,825,I don't know,,
826,826,Because everyone has a right to live.,,
827,827,Human beings themselves are dignified,,
828,828,This is because human beings themselves are dignified.,,
829,829,Because I was born,,
830,830,Everyone has human dignity,,
831,831,C,,
832,832,I don't understand.,,
833,833,It's because humans were born.,,
834,834,"""It's better than an animal",,
835,835,"""",,
836,836,Your superiors say you're dignified,,
837,837,This is because humans divide the top and bottom into classes.,,
838,838,It's because you'really smart,,
839,839,Because we have dignity as a human beings,,
840,840,I was born with life,,
841,841,All men are equal and dignified.,,
842,842,be dignified because one is human,,
843,843,"Article 10 of our Constitution stipulates that ""all citizens have dignity and value as humans and have the right to pursue happiness."" This provision is a regulation in which our Constitution proclaims human dignity, and aims to protect it by stipulating human inherent values in the Constitution. The emergence of totalitarianism after World War I ignored human dignity and individual values and committed inhumane treatment such as genocide and forced labor without hesitation. After World War II, each country stipulated human dignity and values in the Constitution, followed by the United Nations Charter, the Universal Declaration of Human Rights, the European Convention on Human Rights, and the United Nations Convention on Human Rights.",,
844,844,Because I'm breathing,,
845,845,All men are dignified.,,
846,846,Because I'm a human being,,
847,847,"This is because they are all human beings regardless of gender, skin color, appearance, educational background, and age, so they all have the right to be human and have human dignity.",,
848,848,This is because you can think and record it unlike other living things.,,
849,849,e,,
850,850,"All human beings are precious, so they are dignified",,
851,851,All men are dignified without discrimination,,
852,852,Human beings are dignified because they exist as creatures.,,
853,853,"Humans are dignified by themselves regardless of gender, nationality, or race.",,
854,854,be dignified as a human being,,
855,855,This is because humans are special in themselves and have different characteristics from each human being.,,
856,856,"In fact, human beings are not dignified beings. All life is equal and all life is shallow.",,
857,857,Evaluation Only. Created with Aspose.Cells for Python via Java.Copyright 2003 - 2022 Aspose Pty Ltd.,,
