,Unnamed: 0,2) How does it look different when you look at things with convex lenses compared to when you look at them with flat glass?,Unnamed: 0,", q50_enlarge, q50_backwards"
963,963,I don't know.,963.0,"996,0,0"
964,964,I don't know,964.0,"997,1,0"
965,965,--ㅡㅡ,965.0,"998,0,0"
966,966,I don't know,966.0,"999,1,0"
967,967,It looks great,967.0,"1000,1,0"
968,968,I can see it up close,968.0,"1001,1,0"
969,969,It's upside down,969.0,"1002,0,0"
970,970,It looks upside down.,970.0,"1003,0,0"
971,971,It's upside down,971.0,"1004,1,0"
972,972,It looks close,972.0,"1005,0,0"
973,973,You look fat,973.0,"1006,0,0"
974,974,upside-down appearance,974.0,"1007,0,0"
975,975,The middle part will look convex.,975.0,"1008,1,0"
976,976,It looks convex.,976.0,"1009,1,0"
977,977,It looks close,977.0,"1010,0,0"
978,978,The top and bottom look different,978.0,"1011,1,0"
979,979,An object is bigger.,979.0,"1012,1,0"
980,980,It looks enlarged or reversed,980.0,"1013,1,1"
981,981,It looks big.,981.0,"1014,0,0"
982,982,Things will look upside down and look smaller than they were.,982.0,"1015,1,0"
983,983,It looks bigger with a convex lens,983.0,"1016,0,0"
984,984,"Because the light at the edge is refracted and goes straight, and the center is going to go back, it will look bigger where the image is formed, and after that, the image will look upside down.",984.0,"1017,1,0"
985,985,It looks great,985.0,"1018,1,01019,0,0"
986,986,It looks big,986.0,"1020,1,0"
987,987,I don't know,987.0,"1021,0,0"
988,988,I don't know,988.0,"1022,1,0"
989,989,I don't knowIt looks big or small.,989.0,"1023,0,0"
990,990,in a circle,990.0,"1024,0,0"
991,991,I don’t know well.,991.0,"1025,1,0"
992,992,I don't know,992.0,"1026,1,0"
993,993,I don't know because I didn't cut it,993.0,"1027,1,0"
994,994,It will look convex,994.0,"1028,1,0"
995,995,I think it's going to look bloated,995.0,"1029,0,0"
996,996,I don't know,996.0,"1030,0,0"
997,997,I think the middle part of the thing is going to look like it',997.0,"1031,0,0"
998,998,It looks like it's going to reflection,998.0,"1032,0,1"
999,999,You can see it wider.,999.0,"1033,0,0"
1000,1000,I don't know.,1000.0,"1034,1,1"
1001,1001,The gown looks long,1001.0,"1035,1,1"
1002,1002,I think I can learn more.,1002.0,"1036,1,0"
1003,1003,I don't know.,1003.0,"1037,0,0"
1004,1004,I don't know,1004.0,"1038,0,0"
1005,1005,I think it's going to look more.,1005.0,"1039,1,0"
1006,1006,"""I don't know",1006.0,"1040,0,0"
1007,1007,"""",1007.0,"1041,1,0"
1008,1008,I think things will look a little down.,1008.0,"1042,0,0"
1009,1009,I don't know.,1009.0,"1043,0,0"
1010,1010,It looks convex,1010.0,"1044,1,0"
1011,1011,I can see it up close,1011.0,"1045,1,0"
1012,1012,Upside down?,1012.0,"1046,0,0"
1013,1013,It looks small,1013.0,"1047,1,0"
1014,1014,It looks big,1014.0,"1048,1,01049,1,0"
1015,1015,My eyes hurt more,1015.0,"1050,1,0"
1016,1016,It looks bigger,1016.0,"1051,1,0"
1017,1017,It looks like it's sticking out,1017.0,"1052,1,0"
1018,1018,Bigger.,1018.0,"1053,1,0"
1019,1019,It looks upside down,1019.0,"1054,1,0"
1020,1020,It's upside down,1020.0,"1055,0,0"
1021,1021,It looks bigger,1021.0,"1056,1,1"
1022,1022,More visible,1022.0,"1057,1,0"
1023,1023,It's upside down,1023.0,"1058,1,1"
1024,1024,It's upside down,1024.0,"1059,1,0"
1025,1025,The focus varies depending on the distance and looks enlarged,1025.0,"1060,1,0"
1026,1026,Things look short and wide sideways.,1026.0,"1061,1,0"
1027,1027,I can see it upside down,1027.0,"1062,1,0"
1028,1028,It's bigger and the top and bottom look the opposite,1028.0,"1063,1,0"
1029,1029,It looks like a magnifying glass,1029.0,"1064,1,0"
1030,1030,Looks bigger or reversed,1030.0,"1065,1,1"
1031,1031,I don't know,1031.0,"1066,0,0"
1032,1032,It looks wide,1032.0,"1067,1,1"
1033,1033,That's true,1033.0,"1068,0,1"
1034,1034,"If you look at an object using a convex lens, the object will look bigger.",1034.0,"1069,0,1"
1035,1035,Bigger.,1035.0,"1070,0,0"
1036,1036,Well,1036.0,"1071,1,1"
1037,1037,"Compared to flat glass, it looks bigger with convex lenses.",1037.0,"1072,1,0"
1038,1038,Your face gets uglier.,1038.0,"1073,1,0"
1039,1039,It looks convex,1039.0,"1074,1,0"
1040,1040,I see a lot of course,1040.0,"1075,0,0"
1041,1041,It looks different because the light is refracted,1041.0,"1076,1,0"
1042,1042,The prize looks big,1042.0,"1077,1,0"
1043,1043,It looks great,1043.0,"1078,1,11079,0,0"
1044,1044,"It looks a little bigger, it looks ugly.",1044.0,"1080,1,1"
1045,1045,It looks convex,1045.0,"1081,1,0"
1046,1046,It's not straight and it looks distorted.,1046.0,"1082,0,0"
1047,1047,"Because the light gathers, my face looks more distorted than looking at the flat glass.",1047.0,"1083,0,0"
1048,1048,It looks dented.,1048.0,"1084,1,1"
1049,1049,"""Objects ahead of the forefocus of a lens convex lens with a convex side or side of the lens and objects between the forefocus and the lens create a virtual image at the front of the lens.",1049.0,"1085,1,1"
1050,1050,"""",1050.0,"1086,1,1"
1051,1051,"""Gathering the Light""",1051.0,"1087,1,1"
1052,1052,"the possibility of being able to see things well.""",1052.0,"1088,1,1"
1053,1053,"When viewed closely, it looks established and larger than it really is. From a distance, it looks like an inverted shape and looks smaller than it really is.",1053.0,"1089,1,1"
1054,1054,"The planar glass looks as if the image behind it is transmitted from close to far, while the convex lens looks large from close to far and vice versa.",1054.0,"1090,1,1"
1055,1055,"When using a convex lens, the image looks enlarged like a magnifying glass compared to a flat glass, but when using a convex mirror, it looks like a concave lens, so the image looks spread out.",1055.0,"1091,1,1"
1056,1056,"When you look at an object with a convex lens, the image is reversed, and when you look at an object with a flat glass, the glass transmits light as it is, so the object is seen as it is.",1056.0,"1092,1,0"
1057,1057,"When you look at an object using a convex lens, it looks distorted and ugly.",1057.0,"1093,0,1"
1058,1058,Loudly,1058.0,"1094,1,1"
1059,1059,It looks very different,1059.0,"1095,1,1"
1060,1060,Closer?,1060.0,"1096,1,0"
1061,1061,It looks like it's going to look bent.,1061.0,"1097,1,1"
1062,1062,It looks farther than it looks,1062.0,"1098,1,0"
1063,1063,"It'll look thick, right?",1063.0,"1099,1,1"
1064,1064,It looks convex,1064.0,"1100,0,1"
1065,1065,It looks like things are bent,1065.0,"1101,0,0"
1066,1066,It looks wider.,1066.0,"1102,0,0"
1067,1067,It looks convex,1067.0,"1103,1,0"
1068,1068,Looks big,1068.0,"1104,1,1"
1069,1069,"Because of the refraction of light, things look bigger.",1069.0,"1105,1,0"
1070,1070,I can see things enlarged,1070.0,"1106,1,1"
1071,1071,"of a thing, to be convex",1071.0,"1107,0,0"
1072,1072,Significantly,1072.0,"1108,0,01109,1,0"
1073,1073,The object looks bigger,1073.0,"1110,1,0"
1074,1074,You'll see better,1074.0,"1111,1,0"
1075,1075,"If the focus is close, the object will look bigger, but if the focus is far, the top and bottom of the object will change.",1075.0,"1112,1,0"
1076,1076,"It's large, clear, and the center is clearly visible, but the image is slightly blurred as it goes to the side",1076.0,"1113,0,0"
1077,1077,"If you look closely, you can see that it's enlarged and turned upside down from a distance",1077.0,"1114,1,1"
1078,1078,Bigger.,1078.0,"1115,0,0"
1079,1079,It looks great,1079.0,"1116,1,0"
1080,1080,It looks enlarged and upside down.,1080.0,"1117,1,0"
1081,1081,It's enlarged and looks backwards.,1081.0,"1118,1,0"
1082,1082,It looks big.,1082.0,"1119,1,0"
1083,1083,It looks great,1083.0,"1120,0,0"
1084,1084,"A distant object looks small and upside down, and a nearby object looks large and straight",1084.0,"1121,1,0"
1085,1085,You can change the size of the statue.,1085.0,"1122,0,0"
1086,1086,"It looks big within the focal length, but turns upside down outside the focal length",1086.0,"1123,1,0"
1087,1087,"If it is farther than the focus, it is a provincial reality, and if it is close, it is a false image.",1087.0,"1124,1,0"
1088,1088,an image of the provincial visionIt looks small,1088.0,"1125,1,1"
1089,1089,It looks big and right or small and upside down,1089.0,"1126,1,0"
1090,1090,Looks big,1090.0,"1127,1,0"
1091,1091,It looks great,1091.0,"1128,1,0"
1092,1092,It looks big.,1092.0,"1129,1,0"
1093,1093,The top and bottom look different,1093.0,"1130,1,0"
1094,1094,Bigger.,1094.0,"1131,1,0"
1095,1095,"When you look at an object with a convex lens, it looks larger than that of a flat glass.",1095.0,"1132,0,1"
1096,1096,"When viewed closely with a convex lens, it looks straight larger than that of a planar glass, and when viewed from a distance with a convex lens, it looks smaller than that of a planar glass.",1096.0,"1133,1,0"
1097,1097,I forgot~,1097.0,"1134,1,1"
1098,1098,It looks big and straight or upside down.,1098.0,"1135,0,0"
1099,1099,Things look bigger than they really are.,1099.0,"1136,1,0"
1100,1100,It will look strange.,1100.0,"1137,1,0"
1101,1101,"A mirror using a convex lens reflects light extensively in many directions, so it can be viewed more widely than a plane glass.",1101.0,"1138,1,01139,0,0"
1102,1102,Sometimes an object appears large and straight or upside down.,1102.0,"1140,1,1"
1103,1103,"If you look at an object with a convex lens, it looks larger than it actually looks, but if it exceeds a certain distance, it looks upside down.",1103.0,"1141,1,0"
1104,1104,"The size changes. Unlike looking at flat glass or concave lenses and objects, when observing objects with convex lenses, the size of objects seems larger than reality. Looking at the writing, it is divided again when viewed closely and from a distance. If you look at the writing with a convex lens up close, the writing looks big and correct, but if you look at it from a distance, it looks big, but it will be observed upside down.",1104.0,"1142,1,0"
1105,1105,"The convex lens looks different depending on the position of the object. Specifically, when an object is closer than the focus, the object appears to be larger than the real object. It looks big because there is a virtual image behind the object. However, if an object is farther than the focal point, its size changes in proportion to the distance it is located, and it is always inverted. However, when viewed with a plane glass, it is expressed in the same size and direction as the object by the straightness of light.",1105.0,"1143,1,0"
1106,1106,"With convex lenses, objects closer than the focal point look large and straight, and objects farther than the focal point look large and upside down, and then small and upside down as the distance from the object becomes farther and farther and farther away.",1106.0,"1144,1,0"
1107,1107,"When the distance between the eye and the convex lens is about one length and the distance between the object and the convex lens is about one length, the object is large and straight. If the distance between the eye and the convex lens is about one length and the distance between the object and the convex lens is longer than one arm length, the object is large and straight. If the distance between the eye and the convex lens is longer than the length of an arm and the distance between the convex lens and the object is about a span, the object is large and straight. If the distance between the eye and the convex lens is longer than one arm length, and the distance between the object and the convex lens is also greater than one arm length, the object is seen upside down.",1107.0,"1145,1,0"
1108,1108,"When an object is in focus, it looks larger than it is, it doesn't look upside down, but when it's out of focus, it looks enlarged or shrunk depending on the distance between the lens and the object, and it looks upside down.",1108.0,"1146,1,0"
1109,1109,The convex lens shows a large image or looks small and upside down.,1109.0,"1147,1,1"
1110,1110,"When you look at an object using a convex lens, the convex lens refracts light, so the object looks even bigger than the plane glass.",1110.0,"1148,1,0"
1111,1111,"Objects close to the focal point look straight smaller than real objects, and objects in the distance look bigger because they are turned upside down.",1111.0,"1149,1,1"
1112,1112,"Flat glass is shown as it appears. However, the convex lens is thicker in the middle, so it looks different depending on the focus. If there is an object in focus, it looks straight, larger than it is. If there is a focus outside the object, it always looks upside down and enlarged or reduced depending on the distance from the lens.",1112.0,"1150,1,0"
1113,1113,"When looking at an object with flat glass, the actual object appears as it is, only in the left and right. When looking at objects using convex lenses, you should divide them into looking at objects close to you and looking at objects far away. The nearby objects look enlarged, and the distant objects look upside down.",1113.0,"1151,,"
1114,1114,The object will look larger than the plane glass because it looks enlarged.,1114.0,"1152,,"
1115,1115,"A convex lens is a lens in which the center portion of the lens is thicker than the edge portion. On the other hand, the planar glass is a glass with no difference in thickness. When viewed through a convex lens, if an object is close to it, light will gather closer than the focal point and the object will be enlarged, and the farther the object is, the smaller the size of the object will be. However, planar glass with no difference in thickness, such as convex lenses, looks the same as an object because light is not refracted and directed, so that light does not gather or spread.",1115.0,"1153,62.7%,12.3%"
1116,1116,"When looking at magnifying glass, a representative example, magnifying glass is mainly used when looking at objects enlarged. Like this, if you look at objects using convex lenses, you can see them larger than flat glass.",,
1117,1117,"A convex lens is a lens in which the center of the lens is thicker than the edge part, and when light is incident on this lens, light gathers to the center. At this time, when the image is formed in front of the focus, the object in the line is enlarged, and when the image is formed behind the focus, the object is seen upside down.",,
1118,1118,"Unlike what looks like in reality, flat glass changes up and down when it is far away and looks upside down. And it looks a little distorted.",,
1119,1119,All right,,
1120,1120,Don't know,,
1121,1121,It looks bigger than the original thing,,
1122,1122,An object as far as an arm looks bigger and an object as far as an arm looks upside down,,
1123,1123,Bigger.,,
1124,1124,Close objects look big and far objects look upside down,,
1125,1125,It's upside down,,
1126,1126,It's upside down,,
1127,1127,It looks great,,
1128,1128,It looks great,,
1129,1129,Bigger.,,
1130,1130,It looks big.,,
1131,1131,I know. ^^,,
1132,1132,"It looks larger than what is viewed as a flat glass. And far from your eyes, far from your convex lens, looks backwards.",,
1133,1133,It's upside down,,
1134,1134,"If you look at the convex lens, it looks bigger.",,
1135,1135,Looks bigger.,,
1136,1136,It looks more enlarged,,
1137,1137,The object appears to be enlarged,,
1138,1138,The convex lens looks clearer.,,
1139,1139,Bigger.,,
1140,1140,I can see the convex lens better,,
1141,1141,It looks bigger,,
1142,1142,"Since convex lenses have the property of refracting light, an image different from planar glass is recognized by the eye. When looking at an object using flat glass, the actual appearance is seen as it is. However, if you adjust the distance between the convex lens and the eye, you can see various images because you can see the object large, small, straight, or inverted.",,
1143,1143,"If you look closely, it looks big and small from afar",,
1144,1144,It looks great,,
1145,1145,It looks big and opposite.,,
1146,1146,It looks big and upside down,,
1147,1147,"It looks big, it looks upside down.",,
1148,1148,It looks big.,,
1149,1149,"If you look closely, you can see it more closely",,
1150,1150,"If you stretch your arms straight, you will see an object upside down.",,
1151,1151,The picture looks big,,
1152,1152,The far one looks small and the near one looks big.,,
1153,1153,It's upside down,,
1154,1154,It looks enlarged,,
1155,1155,It looks bigger than the flat glass,,
1156,1156,It looks bigger than the flat glass,,
1157,1157,I don't know,,
1158,1158,The far one is small and the near one is big and straight.,,
1159,1159,It looks great,,
1160,1160,It looks great,,
1161,1161,You can see things bigger.,,
1162,1162,Bigger.,,
1163,1163,things look big,,
1164,1164,It looks great,,
1165,1165,"With a convex lens, if you look closely at an object, it looks big and vice versa",,
1166,1166,It looks bigger.,,
1167,1167,"When things are enlarged and a certain distance passes, things are seen backwards",,
1168,1168,"It will look more convex. For example, head and body.If you have legs, you can see the body enlarged and the head and legs are short and small, but the flat eura looks the same",,
1169,1169,Evaluation Only. Created with Aspose.Cells for Python via Java.Copyright 2003 - 2022 Aspose Pty Ltd.,,
