,Unnamed: 0,1) Why did the hot iron burn even though it didn't light it?,Unnamed: 0,",q29_Firepoint,q29_Temperature,q29_Firepoint1,q29_Temperature.1"
700,700,The hot iron would have caught fire easily because of its high heat.,700.0,"724,0,0,,"
701,701,"""Because the ironing board is hot",701.0,"725,0,1,,"
702,702,"Or I think there's something that catches fire or something that might catch fire.""",702.0,"726,0,1,,"
703,703,It's heated up and slowly starts to burn,703.0,"727,0,0,,"
704,704,heat conduction occurs,704.0,"728,1,0,,"
705,705,"The iron was heated by heat on the bottom of the iron and the iron became hot, causing the iron to burn. And it's heated to a temperature above the ignition point",705.0,"729,0,1,,"
706,706,"As the temperature of the iron gradually increased, it seems to have caught fire because it exceeded the ignition point of the iron plate.",706.0,"730,0,0,,"
707,707,Because the hot iron already has heat,707.0,"731,0,1,,"
708,708,Because the iron is already hot.,708.0,"732,0,0,,"
709,709,"It's because the more you have an iron, the hotter it gets",709.0,"733,0,1,,"
710,710,"""The temperature of the hot iron reaches the cloth, and the temperature of the cloth rises to the point of ignition of the cloth",710.0,"734,0,1,,"
711,711,"I got on.""",711.0,"735,0,1,,"
712,712,"The heat on the hot iron is heated on the iron plate, which causes a fire.",712.0,"736,0,1,,"
713,713,A hot iron will easily catch fire because of its high heat,713.0,"737,0,0,,"
714,714,"The iron had a temperature above the ignition point, so the iron plate caught fire",714.0,"738,0,1,,"
715,715,This is because the temperature of the iron touching the iron plate exceeded the ignition point of the iron plate.,715.0,"739,0,1,,"
716,716,The temperature of the iron is above the ignition point,716.0,"740,0,1,,"
717,717,"This is because when an iron touches the cloth for a long time while there is a temperature, the cloth also heats up.",717.0,"741,0,1,,"
718,718,The hot iron heats the cloth iron plate and burns the iron plate,718.0,"742,0,0,,"
719,719,"It was burned because there was hot heat, dehydration, and air",719.0,"743,0,0,,"
720,720,"The heat on the iron heats the cloth, causing the temperature to rise more than the original temperature of the cloth and ignite the cloth.",720.0,"744,0,0,,"
721,721,"This is because the iron on the iron plate was heated and the temperature increased, and the iron caught fire and caught fire on the iron plate.",721.0,"745,1,1,,"
722,722,"""Each substance has an ignition point. When a certain amount of ignition point temperature is reached,",722.0,"746,0,1,,"
723,723,"It gets too hot to catch fire.""",723.0,"747,0,1,,"
724,724,"In the condition of catching fire, there needs to be de-materials, temperatures above the ignition point, and oxygen to catch fire, but by leaving the iron plate as it is, it becomes a temperature above the ignition point and catches fire.",724.0,"748,1,1,,749,0,1,,"
725,725,"Irons use electricity, but electricity becomes energy, which causes materials to burn.",725.0,"750,0,0,,"
726,726,The temperature of the iron was so high that it burned,726.0,"751,0,1,,"
727,727,"When the iron heats up, wood paper burns",727.0,"752,0,0,,"
728,728,Because it went up on the ignition point and caught fire.,728.0,"753,0,1,,"
729,729,The plate on which the hot iron was placed was burned by the hot heat.,729.0,"754,0,0,,"
730,730,"The iron sends out heat, and oxygen and heat meet and catch fire.",730.0,"755,0,1,,"
731,731,"The hot iron provided the iron plate with a temperature above the ignition point of the iron plate, causing the iron plate to catch fire",731.0,"756,1,1,,"
732,732,The iron part on the bottom of the iron is heated and the iron part becomes hot and the iron plate burns,732.0,"757,0,1,,"
733,733,The fabric caught fire and the fire was carried away,733.0,"758,1,1,,"
734,734,The heat transferred and caught fire,734.0,"759,0,1,,"
735,735,The heat transferred and caught fire,735.0,"760,0,1,,"
736,736,I don't know,736.0,"761,0,1,,"
737,737,It depends on the burning point,737.0,"762,0,1,,"
738,738,It's because the heat is too hot,738.0,"763,0,1,,"
739,739,"If oxygen is present and desiccant is present, it can be burned",739.0,"764,1,0,,"
740,740,"Because of the fabric, the fabric burns easily, so if the hot iron stays on the iron plate, the temperature will rise and fire",740.0,"765,1,1,,"
741,741,I don't know.,741.0,"766,1,1,,"
742,742,This is because the temperature of the iron was high and dry.,742.0,"767,1,1,,"
743,743,This is because the temperature of the iron was high and dry.,743.0,"768,1,1,,"
744,744,It's because the temperature has risen,744.0,"769,1,1,,"
745,745,heat conduction,745.0,"770,1,1,,"
746,746,"""The heat of the cloth and the heat of the iron are the same",746.0,"771,1,1,,"
747,747,"The power to endure is different.""",747.0,"772,0,1,,"
748,748,It burns because of heat conduction,748.0,"773,1,1,,"
749,749,"There's a hot iron, so it's heated up",749.0,"774,1,1,,"
750,750,This is because contacting cloth-like cotton materials at hot temperatures increases the temperature.,750.0,"775,0,1,,"
751,751,I was so heated by the heat,751.0,"776,0,1,,"
752,752,I don't know,752.0,"777,1,1,,"
753,753,I don't know.,753.0,"778,1,0,,779,0,1,,"
754,754,Mullayoung,754.0,"780,0,0,,"
755,755,The temperature goes up higher than the burning point,755.0,"781,0,1,,"
756,756,Firing due to heat,756.0,"782,0,1,,"
757,757,The iron is too hot,757.0,"783,0,1,,"
758,758,The temperature is higher than the ignition point,758.0,"784,0,0,,"
759,759,a hot fever,759.0,"785,0,1,,"
760,760,There needs to be oxygen,760.0,"786,0,1,,"
761,761,"The temperature is high, so it's beyond the boiling point",761.0,"787,1,1,,"
762,762,I don't know,762.0,"788,1,0,,"
763,763,Thermal conduction,763.0,"789,0,1,,"
764,764,It's blocked,764.0,"790,1,1,,"
765,765,Temperature rises and heats up leaving a fire,765.0,"791,0,1,,"
766,766,The conditions of the temperature reached the burning temperature by the temperature of the iron and the condition that oxygen in the air was needed were both satisfied and caught fire.,766.0,"792,0,0,,"
767,767,"The iron is heated to a high temperature, when the heat is concentrated on the cloth and it burns",767.0,"793,1,1,,"
768,768,This is because the temperature of the cloth has reached its limit.,768.0,"794,1,1,,"
769,769,The fabric caught fire because of the high temperature.,769.0,"795,1,1,,"
770,770,"If you reach the boiling point of the iron plate, the object is going to be liquid and the iron plate burns",770.0,"796,0,0,,"
771,771,"As the iron heated up, the heat energy that it could have was exceeded, so it was transferred to the iron plate and the fire started",771.0,"797,0,0,,"
772,772,"Because if you have a fever, you get a fire",772.0,"798,0,1,,"
773,773,"The temperature of the cloth has increased, so I think it is because of...?",773.0,"799,1,1,,"
774,774,We reached the point of ignition,774.0,"800,1,1,,"
775,775,"Heat of the hot iron is transferred to a cloth with a relatively low temperature by conduction, and the cloth is burned by reaching a temperature above the firing point.",775.0,"801,1,1,,"
776,776,"There was temperature above the ignition point, de-materials, and oxygen",776.0,"802,1,1,,"
777,777,The temperature of the iron plate was higher than the ignition point due to the heat,777.0,"803,1,1,,"
778,778,"This is because heat is conducted from the iron to the iron plate, so the temperature of the iron plate rose above the ignition point.",778.0,"804,0,0,,"
779,779,Because the temperature is above the ignition point.,779.0,"805,0,1,,"
780,780,at a temperature above the ignition point,780.0,"806,1,1,,"
781,781,"Since the iron plate has reached a temperature above the ignition point,",781.0,"807,1,1,,"
782,782,It's hot,782.0,"808,0,0,,809,0,0,,"
783,783,The temperature rises above the ignition point,783.0,"810,1,1,,"
784,784,a temperature above the ignition point,784.0,"811,1,1,,"
785,785,The iron plate burned because it kept supplying heat to maintain the temperature.,785.0,"812,1,1,,"
786,786,"Because the iron plate was heated,",786.0,"813,1,1,,"
787,787,The temperature above the ignition point is provided,787.0,"814,1,1,,"
788,788,We reached the point of ignition,788.0,"815,1,1,,"
789,789,The iron will be hot,789.0,"816,1,1,,"
790,790,I don't understand.,790.0,"817,0,1,,"
791,791,The fabric of the iron plate can't stand the heat transferred to the iron plateThe temperature went up,791.0,"818,1,1,,"
792,792,The hot iron caught fire beyond a certain temperature,792.0,"819,1,1,,"
793,793,The temperature went up,793.0,"820,1,1,,"
794,794,This is because it has exceeded a certain temperature that can cause a fire.,794.0,"821,1,1,,"
795,795,"""I've reached the point of ignition",795.0,"822,1,1,,"
796,796,"""",796.0,"823,0,0,,"
797,797,"Irons are used for clothing because of the hot temperature, which causes the temperature to rise above the ignition point and burn",797.0,"824,0,1,,"
798,798,It's on top of the cloth,798.0,"825,1,0,,"
799,799,The hot iron would have caught fire easily because of its high heat.,799.0,"826,1,1,,"
800,800,"""Because the ironing board is hot",800.0,"827,0,1,,"
801,801,"Or I think there's something that catches fire or something that might catch fire.""",801.0,"828,0,0,,"
802,802,It's heated up and slowly starts to burn,802.0,"829,0,1,,"
803,803,heat conduction occurs,803.0,"830,0,0,,"
804,804,"The iron was heated by heat on the bottom of the iron and the iron became hot, causing the iron to burn. And it's heated to a temperature above the ignition point",804.0,"831,0,0,,"
805,805,"As the temperature of the iron gradually increased, it seems to have caught fire because it exceeded the ignition point of the iron plate.",805.0,"832,0,0,,"
806,806,Because the hot iron already has heat,806.0,"833,0,1,,"
807,807,Because the iron is already hot.,807.0,"834,0,1,,"
808,808,"It's because the more you have an iron, the hotter it gets",808.0,"835,0,1,,"
809,809,"""The temperature of the hot iron reaches the cloth, and the temperature of the cloth rises to the point of ignition of the cloth",809.0,"836,0,1,,"
810,810,"I got on.""",810.0,"837,0,1,,"
811,811,"The heat on the hot iron is heated on the iron plate, which causes a fire.",811.0,"838,0,1,,839,0,1,,"
812,812,A hot iron will easily catch fire because of its high heat,812.0,"840,0,0,,"
813,813,"The iron had a temperature above the ignition point, so the iron plate caught fire",813.0,"841,0,0,,"
814,814,This is because the temperature of the iron touching the iron plate exceeded the ignition point of the iron plate.,814.0,"842,0,0,,"
815,815,The temperature of the iron is above the ignition point,815.0,"843,1,1,,"
816,816,"This is because when an iron touches the cloth for a long time while there is a temperature, the cloth also heats up.",816.0,"844,0,0,,"
817,817,The hot iron heats the cloth iron plate and burns the iron plate,817.0,"845,0,0,,"
818,818,"It was burned because there was hot heat, dehydration, and air",818.0,"846,0,1,,"
819,819,"The heat on the iron heats the cloth, causing the temperature to rise more than the original temperature of the cloth and ignite the cloth.",819.0,"847,0,1,,"
820,820,"This is because the iron on the iron plate was heated and the temperature increased, and the iron caught fire and caught fire on the iron plate.",820.0,"848,1,0,,"
821,821,"""Each substance has an ignition point. When a certain amount of ignition point temperature is reached,",821.0,"849,0,0,,"
822,822,"It gets too hot to catch fire.""",822.0,"850,0,0,,"
823,823,"In the condition of catching fire, there needs to be de-materials, temperatures above the ignition point, and oxygen to catch fire, but by leaving the iron plate as it is, it becomes a temperature above the ignition point and catches fire.",823.0,"851,0,0,,"
824,824,"Irons use electricity, but electricity becomes energy, which causes materials to burn.",824.0,"852,0,1,,"
825,825,The temperature of the iron was so high that it burned,825.0,"853,1,0,,"
826,826,"When the iron heats up, wood paper burns",826.0,"854,0,1,,"
827,827,Because it went up on the ignition point and caught fire.,827.0,"855,0,1,,"
828,828,The plate on which the hot iron was placed was burned by the hot heat.,828.0,"856,0,0,,"
829,829,"The iron sends out heat, and oxygen and heat meet and catch fire.",829.0,"857,0,1,,"
830,830,"The hot iron provided the iron plate with a temperature above the ignition point of the iron plate, causing the iron plate to catch fire",830.0,"858,0,1,,"
831,831,The iron part on the bottom of the iron is heated and the iron part becomes hot and the iron plate burns,831.0,"859,0,1,,"
832,832,The fabric caught fire and the fire was carried away,832.0,"860,1,1,,"
833,833,The heat transferred and caught fire,833.0,"861,0,1,,"
834,834,The heat transferred and caught fire,834.0,"862,1,0,,"
835,835,I don't know,835.0,"863,1,0,,"
836,836,It depends on the burning point,836.0,"864,1,1,,"
837,837,It's because the heat is too hot,837.0,"865,1,1,,"
838,838,"If oxygen is present and desiccant is present, it can be burned",838.0,"866,0,0,,"
839,839,"Because of the fabric, the fabric burns easily, so if the hot iron stays on the iron plate, the temperature will rise and fire",839.0,"867,0,0,,"
840,840,I don't know.,840.0,"868,0,1,,869,0,1,,"
841,841,This is because the temperature of the iron was high and dry.,841.0,"870,1,0,,"
842,842,This is because the temperature of the iron was high and dry.,842.0,"871,0,1,,"
843,843,It's because the temperature has risen,843.0,"872,0,0,,"
844,844,heat conduction,844.0,"873,1,1,,"
845,845,"""The heat of the cloth and the heat of the iron are the same",845.0,"874,1,1,,"
846,846,"The power to endure is different.""",846.0,"875,1,0,,"
847,847,It burns because of heat conduction,847.0,"876,1,0,,"
848,848,"There's a hot iron, so it's heated up",848.0,"877,1,1,,"
849,849,This is because contacting cloth-like cotton materials at hot temperatures increases the temperature.,849.0,"878,1,0,,"
850,850,I was so heated by the heat,850.0,"879,0,1,,"
851,851,I don't know,851.0,"880,1,1,,"
852,852,I don't know.,852.0,"881,1,1,,"
853,853,Mullayoung,853.0,"882,0,1,,"
854,854,The temperature goes up higher than the burning point,854.0,"883,1,1,,"
855,855,Firing due to heat,855.0,"884,0,0,,"
856,856,The iron is too hot,856.0,"885,0,1,,"
857,857,The temperature is higher than the ignition point,857.0,"886,0,1,,"
858,858,a hot fever,858.0,"887,0,0,,"
859,859,There needs to be oxygen,859.0,"888,0,1,,"
860,860,"The temperature is high, so it's beyond the boiling point",860.0,"889,1,1,,"
861,861,I don't know,861.0,"890,0,1,,"
862,862,Thermal conduction,862.0,"891,0,1,,"
863,863,It's blocked,863.0,"892,0,1,,"
864,864,Temperature rises and heats up leaving a fire,864.0,"893,0,1,,"
865,865,The conditions of the temperature reached the burning temperature by the temperature of the iron and the condition that oxygen in the air was needed were both satisfied and caught fire.,865.0,"894,0,1,,"
866,866,"The iron is heated to a high temperature, when the heat is concentrated on the cloth and it burns",866.0,"895,0,0,,"
867,867,This is because the temperature of the cloth has reached its limit.,867.0,"896,0,1,,"
868,868,The fabric caught fire because of the high temperature.,868.0,"897,0,1,,"
869,869,"If you reach the boiling point of the iron plate, the object is going to be liquid and the iron plate burns",869.0,"898,0,1,,899,0,1,,"
870,870,"As the iron heated up, the heat energy that it could have was exceeded, so it was transferred to the iron plate and the fire started",870.0,"900,0,0,,"
871,871,"Because if you have a fever, you get a fire",871.0,"901,0,0,,"
872,872,"The temperature of the cloth has increased, so I think it is because of...?",872.0,"902,0,1,,"
873,873,We reached the point of ignition,873.0,"903,0,0,,"
874,874,"Heat of the hot iron is transferred to a cloth with a relatively low temperature by conduction, and the cloth is burned by reaching a temperature above the firing point.",874.0,"904,0,0,,"
875,875,"There was temperature above the ignition point, de-materials, and oxygen",875.0,"905,0,1,,"
876,876,The temperature of the iron plate was higher than the ignition point due to the heat,876.0,"906,0,0,,"
877,877,"This is because heat is conducted from the iron to the iron plate, so the temperature of the iron plate rose above the ignition point.",877.0,"907,0,1,,"
878,878,Because the temperature is above the ignition point.,878.0,"908,0,1,,"
879,879,at a temperature above the ignition point,879.0,"909,0,1,,"
880,880,"Since the iron plate has reached a temperature above the ignition point,",880.0,"910,0,0,,"
881,881,It's hot,881.0,"911,0,1,,"
882,882,The temperature rises above the ignition point,882.0,"912,0,1,,"
883,883,a temperature above the ignition point,883.0,"913,0,1,,"
884,884,The iron plate burned because it kept supplying heat to maintain the temperature.,884.0,"914,0,1,,"
885,885,"Because the iron plate was heated,",885.0,"915,0,1,,"
886,886,The temperature above the ignition point is provided,886.0,"916,0,1,,"
887,887,We reached the point of ignition,887.0,"917,0,1,,"
888,888,The iron will be hot,888.0,"918,0,0,,"
889,889,I don't understand.,889.0,"919,0,0,,"
890,890,The fabric of the iron plate can't stand the heat transferred to the iron plateThis is because the temperature of the iron kept going up because I didn't turn it off.,890.0,"920,0,1,,"
891,891,"It seems that the hot iron touched the iron plate and the heat was transferred, causing it to burn beyond the heating plate",891.0,"921,0,0,,"
892,892,a temperature above the ignition point,892.0,"922,0,1,,"
893,893,"The iron straightens the clothes, but if you heat them up and leave them alone or spray water, the clothes will burn.",893.0,"923,0,1,,"
894,894,Because the cloth went up to the temperature of the fire,894.0,"924,0,1,,"
895,895,The fabric sticks to the fire easily,895.0,"925,0,1,,"
896,896,This is because the hot iron is still on the fabric iron plate for a long time.,896.0,"926,0,0,,"
897,897,This is because the hot-heated iron stays on the sheet of cloth for a long time,897.0,"927,1,0,,"
898,898,"Under the conditions of catching fire, a temperature above the de-material, oxygen, and firing point is required, but if there is no one of them, the fire does not burn, so the fire is extinguished because it is not above the firing point when water is sprayed.",898.0,"928,0,1,,929,0,1,,"
899,899,"The heat of the iron plate hovered and hovered around because it was heated up, and the fire burned",899.0,"930,0,1,,"
900,900,The temperature of the iron is higher than the burning point of the plate,900.0,"931,0,1,,"
901,901,The hot heat caused the iron to burn,901.0,"932,0,1,,"
902,902,The hot heat burned the iron plate.,902.0,"933,0,1,,"
903,903,It's because of the heat.,903.0,"934,0,1,,"
904,904,Because of the heat,904.0,"935,0,0,,"
905,905,Hot heat is constantly hit and burns.,905.0,"936,0,0,,"
906,906,I don't know,906.0,"937,0,0,,"
907,907,This is because the heat of the hot iron was transferred to the iron plate.,907.0,"938,0,0,,"
908,908,"Because the temperature of the iron was high, the heat of the temperature caused it to burn",908.0,"939,0,0,,"
909,909,The iron is hot,909.0,"940,0,0,,"
910,910,The temperature of the iron is high.,910.0,"941,0,0,,"
911,911,Don't know,911.0,"942,0,1,,"
912,912,Don't know,912.0,"943,1,1,,"
913,913,It's getting heated up,913.0,"944,0,0,,"
914,914,:(,914.0,"945,0,1,,"
915,915,My fever hasn't cooled down,915.0,"946,1,0,,"
916,916,Hot heat is transferred to the iron plate,916.0,"947,0,0,,"
917,917,.,917.0,"948,0,0,,"
918,918,It's because of the fever,918.0,"949,0,0,,"
919,919,"The ironing board is hot, too",919.0,"950,1,1,,"
920,920,Damiri makes the temperature rise and the temperature rise,920.0,"951,1,0,,"
921,921,It burns easily,921.0,"952,1,0,,"
922,922,Stone burns when it's hot,922.0,"953,0,0,,"
923,923,The iron is hot and the iron plate is made of cloth.,923.0,"954,0,0,,"
924,924,It's hot,924.0,"955,0,1,,"
925,925,It's hot,925.0,"956,0,1,,"
926,926,The iron is hot,926.0,"957,0,0,,"
927,927,The iron is getting hotter,927.0,"958,1,1,,959,0,1,,"
928,928,The iron seems to have caught fire because of the high temperature.,928.0,"960,0,0,,"
929,929,I didn't pour water,929.0,"961,1,1,,"
930,930,I didn't pour water,930.0,"962,0,0,,"
931,931,The iron is hot,931.0,"963,1,0,,"
932,932,The ignition point is lower than the ironing board,932.0,"964,1,1,,"
933,933,The iron was so hot that the cloth iron plate caught fire,933.0,"965,0,0,,"
934,934,"The iron was hot, so I moved it to the iron plate, and the iron plate got hot",934.0,"966,0,1,,"
935,935,It's hot,935.0,"967,0,1,,"
936,936,"The temperature is hot, but the leg plate prevents that",936.0,"968,0,1,,"
937,937,The fire was too big,937.0,"969,0,1,,"
938,938,"The iron goes over the iron plate cloth, the ignition point,",938.0,"970,0,1,,"
939,939,"De-materials (cloth ironing board) and hot objects are attached together, so they catch fire even if they are not directly lit.",939.0,"971,0,0,,"
940,940,The temperature got too high,940.0,"972,0,0,,"
941,941,The temperature got too high,941.0,"973,0,0,,"
942,942,Because the temperature is too high,942.0,"974,0,0,,"
943,943,It's hot,943.0,"975,0,0,,"
944,944,Because it's hot,944.0,"976,0,0,,"
945,945,"If the ironing cloth is hot enough to catch fire, it will burn without lighting it.",945.0,"977,0,0,,"
946,946,I don't know.,946.0,"978,0,1,,"
947,947,The iron plate catches fire and burns because the iron is not turned off.,947.0,"979,0,0,,"
948,948,.,948.0,"980,0,0,,"
949,949,I don't know,949.0,"981,0,1,,"
950,950,??,950.0,"982,0,1,,"
951,951,It's a thousand,951.0,"983,0,1,,"
952,952,It's so dry,952.0,"984,0,0,,"
953,953,This is because excessively heated cloth became a catalyst and caught fire,953.0,"985,0,1,,"
954,954,The temperature needs to rise to the right temperature to ignite,954.0,"986,0,0,,"
955,955,I don't know.,955.0,"987,0,0,,"
956,956,The heat from the iron is transferred,956.0,"988,0,0,,989,0,1,,"
957,957,"No, because I have a fever, if I continue to have a fever, I reach the ignition point.",957.0,"990,0,1,,"
958,958,I don't know,958.0,"991,0,1,,"
959,959,M and D,959.0,"992,0,1,,"
960,960,I don't know,960.0,"993,0,1,,"
961,961,It's because the temperature is higher than the burning temperature of the fabric,961.0,"994,0,0,,"
962,962,It's too hot,962.0,"995,0,1,,"
963,963,We reached the point of burning,963.0,"996,0,1,,"
964,964,I don't know.,964.0,"997,0,0,,"
965,965,Don't you think so?,965.0,"998,0,0,,"
966,966,"Since I applied heat to a cloth that burns easily,",966.0,"999,0,1,,"
967,967,"Because of the prolonged heat,",967.0,"1000,0,0,,"
968,968,I don't know.,968.0,"1001,1,1,,"
969,969,"Among the three elements to catch fire, oxygen de-materials and temperatures above the ignition point went up and caught fire.",969.0,"1002,1,1,,"
970,970,This is because heat was applied even if it was not lit.,970.0,"1003,0,1,,"
971,971,The cloth caught fire,971.0,"1004,0,1,,"
972,972,"When heated to a certain temperature, the iron plate burns without enduring heat. This process catches fire.",972.0,"1005,0,1,,"
973,973,I don't know.,973.0,"1006,0,1,,"
974,974,"The cloth caught fire at temperatures above the ignition point, but the ironing board did not",974.0,"1007,0,1,,"
975,975,This is because the iron was hot and exceeded the temperature of the ignition point.,975.0,"1008,0,0,,"
976,976,This is because enough heat energy was supplied from the iron to the cloth to burn the cloth.,976.0,"1009,0,1,,"
977,977,Because it's hot,977.0,"1010,0,0,,"
978,978,The iron plate burned because it was left hot in space at room temperature because it could catch fire if there was high temperature and oxygen.,978.0,"1011,1,0,,"
979,979,The heat of the iron is strong,979.0,"1012,0,0,,"
980,980,Because the temperature is too high,980.0,"1013,0,0,,"
981,981,The iron is hot,981.0,"1014,0,0,,"
982,982,I don't know,982.0,"1015,0,0,,"
983,983,I don't know,983.0,"1016,0,0,,"
984,984,Cloth burns on fire,984.0,"1017,1,1,,"
985,985,The fire moved,985.0,"1018,1,1,,1019,1,1,,"
986,986,I don't know,986.0,"1020,0,1,,"
987,987,I don't know,987.0,"1021,0,0,,"
988,988,The electricity is on,988.0,"1022,0,1,,"
989,989,It's heated upI think it's because the heat on the iron is corroded.,989.0,"1023,0,0,,"
990,990,I don't know,990.0,"1024,0,0,,"
991,991,Because the iron was heated and caught on fire,991.0,"1025,0,1,,"
992,992,The iron is hot,992.0,"1026,1,1,,"
993,993,The heat moves from the iron to the iron plate,993.0,"1027,1,0,,"
994,994,I don't know!,994.0,"1028,0,1,,"
995,995,It's heated,995.0,"1029,1,1,,"
996,996,Because the ironing board was wood.,996.0,"1030,1,1,,"
997,997,I didn't turn it on,997.0,"1031,1,1,,"
998,998,The iron plate is iron,998.0,"1032,0,1,,"
999,999,"Because of the heat from the iron,",999.0,"1033,1,1,,"
1000,1000,by the heat of the iron,1000.0,"1034,0,1,,"
1001,1001,The iron has hot heat,1001.0,"1035,0,1,,"
1002,1002,There's heat left on the iron,1002.0,"1036,0,1,,"
1003,1003,I got a fever,1003.0,"1037,0,1,,"
1004,1004,Because there are molecules in between,1004.0,"1038,0,1,,"
1005,1005,Because of the heat,1005.0,"1039,0,1,,"
1006,1006,Because of the heat transfer,1006.0,"1040,0,1,,"
1007,1007,It's not clear?,1007.0,"1041,0,1,,"
1008,1008,It's the latest iron,1008.0,"1042,0,1,,"
1009,1009,The temperature went up because the iron plate was heated,1009.0,"1043,0,1,,"
1010,1010,It's hot,1010.0,"1044,0,1,,"
1011,1011,It's because the temperature has reached above the ignition point,1011.0,"1045,0,1,,"
1012,1012,It's because the temperature has risen,1012.0,"1046,0,1,,"
1013,1013,It's heat-transferred,1013.0,"1047,0,1,,"
1014,1014,The temperature is going up,1014.0,"1048,0,1,,1049,1,0,,"
1015,1015,Because of the heat,1015.0,"1050,1,0,,"
1016,1016,The fabric was weak against heat and burned when hot heat was generated,1016.0,"1051,0,1,,"
1017,1017,The iron is heating up,1017.0,"1052,1,1,,"
1018,1018,n,1018.0,"1053,0,1,,"
1019,1019,It's because of the heat of the heat of the heat of the iron,1019.0,"1054,1,1,,"
1020,1020,It's because the ironing board,1020.0,"1055,0,1,,"
1021,1021,A fire occurs when an object is heated to the point of ignition,1021.0,"1056,1,1,,"
1022,1022,The part where the iron touches the clothes has heat,1022.0,"1057,0,0,,"
1023,1023,no,1023.0,"1058,1,1,,"
1024,1024,I don't know,1024.0,"1059,1,1,,"
1025,1025,Uh... Niamee?,1025.0,"1060,1,1,,"
1026,1026,I'm so angry,1026.0,"1061,1,1,,"
1027,1027,This is because the temperature of the iron has increased to the temperature at which the fabric can burn sufficiently.,1027.0,"1062,1,1,,"
1028,1028,Temperature threshold - This is because the ignition point has exceeded the temperature.,1028.0,"1063,1,1,,"
1029,1029,It's because it's above a certain temperature,1029.0,"1064,1,1,,"
1030,1030,It's because a lot of heat is collected.,1030.0,"1065,1,1,,"
1031,1031,Because the owner of the iron was a super-saiyan.,1031.0,"1066,1,1,,"
1032,1032,It's hot,1032.0,"1067,1,1,,"
1033,1033,a bald reflective light,1033.0,"1068,0,1,,"
1034,1034,by the oxidation process,1034.0,"1069,1,0,,"
1035,1035,The temperature rises and burns,1035.0,"1070,0,1,,"
1036,1036,"The three conditions for combustion are temperature above the ignition point, de-material, and oxygen, but due to the high temperature, all three are satisfied and a fire breaks out.",1036.0,"1071,1,0,,"
1037,1037,"Because heat, de-materials, and oxygen above the ignition point are satisfied",1037.0,"1072,1,1,,"
1038,1038,It's hot,1038.0,"1073,1,1,,"
1039,1039,This is because the temperature rose above a certain temperature.,1039.0,"1074,1,1,,"
1040,1040,Hot heat is continuously supplied to the iron plate and the iron plate burns because it has exceeded the burning critical temperature of the iron plate.,1040.0,"1075,0,1,,"
1041,1041,"The temperature of the iron rose and the temperature was transferred to the iron plate, making it a temperature enough to catch fire.",1041.0,"1076,0,1,,"
1042,1042,"As the surface temperature of the iron increases, it combines with oxygen in the iron plate and burns while emitting light and heat at a high temperature.",1042.0,"1077,0,1,,"
1043,1043,The rise in temperature caused the fire point of the substance to be crossed,1043.0,"1078,0,1,,1079,1,1,,"
1044,1044,This is because the temperature is high.,1044.0,"1080,1,1,,"
1045,1045,This is because hot irons have heat.,1045.0,"1081,0,0,,"
1046,1046,"As a lot of current flows, resistance increases, and resistance increases, and the temperature increases, so a fire occurs.",1046.0,"1082,0,0,,"
1047,1047,"When high heat is heated in the iron plate for a certain period of time, the iron plate no longer maintains its original state due to heat and burns.",1047.0,"1083,0,1,,"
1048,1048,It's hot,1048.0,"1084,0,1,,"
1049,1049,Because it's hot,1049.0,"1085,0,0,,"
1050,1050,The iron plate is hot,1050.0,"1086,0,1,,"
1051,1051,Because of the heat,1051.0,"1087,0,1,,"
1052,1052,Because of the heat,1052.0,"1088,1,1,,"
1053,1053,A high fever lasts and a fire breaks out,1053.0,"1089,1,1,,"
1054,1054,The iron is hot,1054.0,"1090,0,1,,"
1055,1055,It's hot,1055.0,"1091,1,1,,"
1056,1056,It's hot,1056.0,"1092,1,1,,"
1057,1057,with the heat continuousness,1057.0,"1093,1,1,,"
1058,1058,The temperature is high but there's no moisture,1058.0,"1094,1,0,,"
1059,1059,The heat of the iron is persistent and the ignition point is created,1059.0,"1095,1,1,,"
1060,1060,This is because it reached the ignition point of ignition.,1060.0,"1096,0,1,,"
1061,1061,"High temperatures, burning iron plates, and oxygen",1061.0,"1097,0,0,,"
1062,1062,"The iron part of the iron does not burn on the echo, but becomes liquid when heated, and the temperature does not melt because it exceeds 1500°, but the burning point of the iron plate is lower than the temperature of the iron, so it caught fire.",1062.0,"1098,0,1,,"
1063,1063,It's hot,1063.0,"1099,1,1,,"
1064,1064,The temperature of the iron reached the ignition point,1064.0,"1100,0,1,,"
1065,1065,The iron conducted heat and the cloth was heated and burned,1065.0,"1101,0,0,,"
1066,1066,"Due to the influence of the hot iron, the temperature of the cloth became above the ignition point and caught fire.",1066.0,"1102,0,0,,"
1067,1067,The difference between a substance conducting heat and a substance conducting very slowly,1067.0,"1103,1,0,,"
1068,1068,at a temperature above the ignition point,1068.0,"1104,0,0,,"
1069,1069,"Oxygen, dematerials, and temperatures above the ignition point are on fire, but temperatures above the ignition point are generated, and de-materials (thousand) and oxygen are present",1069.0,"1105,1,0,,"
1070,1070,"The temperature of the iron plate was above the ignition point, and there was enough oxygen around, and there was a fabric of the iron plate, which is a de-material",1070.0,"1106,0,0,,"
1071,1071,"If the ignition point is provided with temperature, dematerials, and oxygen, it does not have to be lit.",1071.0,"1107,1,0,,"
