,Unnamed: 0,1) Please present as soon as you know what the people's rights are related to the example of Hong Gil-dong. ,Unnamed: 0,", q31_discrimination, q31_job, q31_judgment, q31_human rights, q31_discrimination.1,q31_Job.1,q31_Trial.1,q31_Human rights.1"
633,633,have the right to sue,633.0,"654,0,1,0,0,,,,"
634,634,the right of all people to be treated equally,634.0,"655,1,1,0,0,,,,"
635,635,The trial can be appealed a total of three times.,635.0,"656,0,0,0,0,,,,"
636,636,the duty of labor,636.0,"657,0,0,0,0,,,,"
637,637,the right to file a lawsuit,637.0,"658,0,0,0,1,,,,659,0,0,0,0,,,,"
638,638,have the right to work freely,638.0,"660,0,1,0,0,,,,"
639,639,People with disabilities also have the right to work equally.,639.0,"661,1,0,0,0,,,,"
640,640,the right of liberty,640.0,"662,0,0,1,0,,,,"
641,641,"There is a right of freedom, a right of claim, a right of society, a right of suffrage",641.0,"663,0,0,1,0,,,,"
642,642,Freedom,642.0,"664,0,0,1,0,,,,"
643,643,the right not to be discriminated against,643.0,"665,1,1,0,1,,,,"
644,644,Equal rights must be guaranteed. It is stated that all citizens should not be discriminated against by others.,644.0,"666,0,1,1,0,,,,"
645,645,You have the right to do what you want to do without unfair discrimination in respect of human rights.,645.0,"667,0,0,0,0,,,,"
646,646,I don't know because I majored in science,646.0,"668,1,1,0,0,,,,"
647,647,Let's see. Sexy,647.0,"669,0,0,0,0,,,,"
648,648,Every human being has human rights.,648.0,"670,0,0,0,0,,,,"
649,649,the right to respect the rights of the people,649.0,"671,0,0,0,0,,,,"
650,650,I don't know,650.0,"672,0,0,0,0,,,,"
651,651,Disabled people have the right not to be discriminated against as disabled.,651.0,"673,0,0,0,0,,,,"
652,652,"The right to equality, the right to freedom,",652.0,"674,0,0,0,0,,,,"
653,653,human equality,653.0,"675,0,0,0,0,,,,"
654,654,There may be a right to sue for injustice,654.0,"676,0,0,0,0,,,,"
655,655,human right,655.0,"677,0,0,0,0,,,,"
656,656,"The people are in an equal position without discrimination regardless of disability, gender, etc. All power comes from the people.",656.0,"678,0,0,0,0,,,,"
657,657,You can get a job even if you are disabled.,657.0,"679,0,0,0,0,,,,"
658,658,have human rights,658.0,"680,1,1,0,0,,,,"
659,659,Even disabled people have the right to work.,659.0,"681,0,0,0,0,,,,"
660,660,"The right to equality, the right to sue freely,",660.0,"682,1,1,0,0,,,,"
661,661,None.,661.0,"683,1,1,0,0,,,,"
662,662,Let's respect Jang In-doesn't it?,662.0,"684,0,0,0,0,,,,"
663,663,have human rights,663.0,"685,0,1,0,0,,,,"
664,664,freedom of the body,664.0,"686,1,0,0,0,,,,"
665,665,the right to sue freely,665.0,"687,0,1,0,0,,,,"
666,666,Rights of Persons with Disabilities,666.0,"688,1,1,0,0,,,,689,1,0,0,0,,,,"
667,667,It's an equal right.,667.0,"690,0,0,0,0,,,,"
668,668,suffrage,668.0,"691,0,1,0,0,,,,"
669,669,There is a right of freedom not to be discriminated against for inappropriate reasons.,669.0,"692,1,1,0,0,,,,"
670,670,"If you can't get a job at a company because of a disability, you can file a lawsuit.",670.0,"693,1,0,0,0,,,,"
671,671,"There is not much that can be done by rights, but most of it can",671.0,"694,0,1,0,0,,,,"
672,672,Equal Rights: Everyone has the right to be treated equally.,672.0,"695,0,0,0,0,,,,"
673,673,Rights of Persons with Disabilities,673.0,"696,0,0,0,1,,,,"
674,674,have a right not to be discriminated against,674.0,"697,0,0,0,1,,,,"
675,675,People with disabilities can also work,675.0,"698,0,1,0,0,,,,"
676,676,The people have the right to work freely even if they are disabled.,676.0,"699,1,1,1,0,,,,"
677,677,"The people have the right not to be ignored even if they are disabled.""",677.0,"700,1,1,0,0,,,,"
678,678,You have the right to vote in an election.,678.0,"701,1,0,0,0,,,,"
679,679,Everyone is free to travel.,679.0,"702,1,1,0,0,,,,"
680,680,human rights,680.0,"703,1,0,0,0,,,,"
681,681,"All power comes from the state, and the people are dogs and pigs, and everything of monetary value belonging to the territory belongs to the Park Geun Hye.",681.0,"704,1,0,0,0,,,,"
682,682,,682.0,"705,0,1,0,0,,,,"
683,683,"One day, Princess Geunhye wants to get a karasade botox Then a huge tidal wave hit the coast of Mokpo, and a reef that had not been there grew, devouring all the passers-by.""",683.0,"706,0,0,0,1,,,,"
684,684,"""People can sign a contract with the company they want and work for it",684.0,"707,1,1,1,0,,,,"
685,685,People can interview at the company to work,685.0,"708,1,1,1,0,,,,"
686,686,"""",686.0,"709,0,1,0,1,,,,"
687,687,Respect for all three,687.0,"710,1,1,0,0,,,,"
688,688,the right to sue a person who committed a car accident,688.0,"711,0,0,0,0,,,,"
689,689,the right to sue,689.0,"712,1,1,0,0,,,,"
690,690,the right to sue,690.0,"713,0,1,0,1,,,,"
691,691,"Human rights, social rights, and equal rights",691.0,"714,1,0,0,1,,,,"
692,692,"The right to work even if you have a disability, or to sue someone who wants to work for unfair reasonsbe the law of the people",692.0,"715,1,1,0,0,,,,"
693,693,the right of equality,693.0,"716,0,0,0,0,,,,"
694,694,The Avengers,694.0,"717,1,0,1,0,,,,"
695,695,A nation is a nation,695.0,"718,0,0,0,0,,,,719,0,1,0,1,,,,"
696,696,Roh Moo-hyun,696.0,"720,0,0,0,1,,,,"
697,697,I don't know.,697.0,"721,1,1,1,0,,,,"
698,698,I don't know,698.0,"722,1,1,0,0,,,,"
699,699,Yes,699.0,"723,1,1,1,0,,,,"
700,700,guarantee of basic rights,700.0,"724,1,0,0,0,,,,"
701,701,basic rights,701.0,"725,0,1,0,0,,,,"
702,702,"""The right of man to live a life like that",702.0,"726,0,1,0,0,,,,"
703,703,"Basic rights""",703.0,"727,0,0,0,0,,,,"
704,704,I don't know,704.0,"728,0,0,0,1,,,,"
705,705,I don't know.,705.0,"729,0,0,0,0,,,,"
706,706,"All citizens are equal, free and sovereign.",706.0,"730,1,1,0,0,,,,"
707,707,I don't know.,707.0,"731,0,0,0,0,,,,"
708,708,the right to equality,708.0,"732,1,0,0,0,,,,"
709,709,"The more people live a human life, the more basic rights, equal rights, freedom, and all human beings are treated the same",709.0,"733,0,0,0,1,,,,"
710,710,All power comes from the people.,710.0,"734,0,0,0,1,,,,"
711,711,"The right to have a disability, the fundamental right, the suffrage, the right to work.",711.0,"735,1,0,0,0,,,,"
712,712,equal rights,712.0,"736,0,1,0,0,,,,"
713,713,the right to work freely,713.0,"737,0,0,0,0,,,,"
714,714,equality and freedom,714.0,"738,0,1,0,0,,,,"
715,715,People can have equal opportunities if they are human,715.0,"739,0,0,0,0,,,,"
716,716,have the right to sue,716.0,"740,0,1,0,0,,,,"
717,717,"The right to work, the right to make money, the right to live",717.0,"741,0,0,0,0,,,,"
718,718,"No matter how disabled you are, you have the right to do the same as those who do not have a disability, not discriminate if you are good at computers and work well",718.0,"742,0,0,0,0,,,,"
719,719,Human beings are given equal opportunities,719.0,"743,0,0,0,0,,,,"
720,720,"All citizens can work without being restricted by disabilities, etc.",720.0,"744,0,0,0,0,,,,"
721,721,Being bullied at school for being disabled,721.0,"745,0,0,0,0,,,,"
722,722,"""You can't go to work because you don't get the license""",722.0,"746,0,0,0,1,,,,"
723,723,It's against human rights to throw it out under the pretext of having no inconvenience in doing things properly because of the inconvenience of your hands,723.0,"747,0,0,0,0,,,,"
724,724,human right,724.0,"748,0,0,0,0,,,,749,0,0,0,0,,,,"
725,725,"Human rights, the right to work, the right to eat what you want",725.0,"750,0,1,0,0,,,,"
726,726,"Article 10 Dignity and Values as Human beings, Article 11 Rights of Equality, Article 27 Rights of Trial, Article 28 Rights of Criminal Compensation, Article 29 Rights of State Compensation, Article 32 Rights and Duties of Working, Article 33 Rights of Labor, Article 34 Rights of Human Life",726.0,"751,0,0,0,0,,,,"
727,727,All citizens can work unrestrictedly against disabilities. (Equal Rights),727.0,"752,0,0,0,0,,,,"
728,728,All people live equally without discrimination,728.0,"753,0,0,0,0,,,,"
729,729,"""",729.0,"754,0,1,0,0,,,,"
730,730,"All citizens can work unrestrictedly against disabilities. (Equal Rights)""",730.0,"755,1,1,0,0,,,,"
731,731,"All citizens have the right to equality, the right to live happily",731.0,"756,1,0,0,0,,,,"
732,732,"Any citizen has the right to live a human life without discrimination, so even if he has a disability, he can do anything if he has his own mind.",732.0,"757,0,1,0,0,,,,"
733,733,People can work without restrictions such as disabilities.,733.0,"758,0,0,0,0,,,,"
734,734,"Chapter 1 of the Constitution Article 10 All citizens have dignity and value as human beings, and have the right to pursue happiness. The state is obligated to identify and guarantee the inviolable basic human rights of individuals",734.0,"759,1,0,0,0,,,,"
735,735,"There are social rights, claims, suffrage, equality, and freedom",735.0,"760,0,0,0,0,,,,"
736,736,"There is freedom, equality, suffrage, claim and social rights",736.0,"761,0,1,0,0,,,,"
737,737,Every citizen has the freedom of choice. All citizens have dignity and value as human beings and have the right to pursue happiness. The state is obligated to confirm and guarantee the inviolable basic human rights of individuals.,737.0,"762,0,0,0,0,,,,"
738,738,"Every citizen has the right to live a human life without discrimination, so he has the right to work in a company even if he is disabled",738.0,"763,0,0,0,0,,,,"
739,739,Park Geun Hye The people of the candlelight vigils are the law. Cho Doo-soon and Cho Doo-soon are voting for the May 18 Park Chung-hee election.,739.0,"764,1,0,0,0,,,,"
740,740,"Everyone has the right to pursue happiness, everyone is equal before the law, and all citizens have the freedom of choice.",740.0,"765,1,1,0,0,,,,"
741,741,"Article 10 of the Constitution states that all human beings have the right to pursue happiness with dignity and value, and that the state has the obligation to identify and guarantee the inviolable basic human rights of individuals",741.0,"766,1,1,0,0,,,,"
742,742,All citizens are equal.,742.0,"767,1,1,0,0,,,,"
743,743,Every citizen has the right to vote.,743.0,"768,0,0,1,0,,,,"
744,744,All citizens have the right not to violate human rights.,744.0,"769,1,0,1,0,,,,"
745,745,"The human rights of all citizens have the right to be respected.""",745.0,"770,1,0,1,1,,,,"
746,746,"As there is a law that all citizens are equal, even if they are disabled, they are people, so they have the right to get a job equally like others.",746.0,"771,1,0,0,0,,,,"
747,747,Park Geun Hye The residents of the candlelight vigils are the law. Cho Doo-soon and Cho Doo-soon are voting for the May 18 Park Chung-hee election.,747.0,"772,1,0,0,0,,,,"
748,748,All citizens are equal,748.0,"773,1,0,0,0,,,,"
749,749,have the right to trial,749.0,"774,1,1,0,0,,,,"
750,750,"""",750.0,"775,0,1,0,0,,,,"
751,751,We can solve it by law,751.0,"776,1,1,0,0,,,,"
752,752,The people have freedom and human rights,752.0,"777,0,0,0,0,,,,"
753,753,Article 10 All citizens have dignity and values as human beings and the right to pursue happiness. The state is obligated to confirm and guarantee the inviolable basic human rights of individuals.,753.0,"778,0,0,0,1,,,,779,0,0,0,0,,,,"
754,754,"Article 34 (1) All citizens have the right to live a human life.""",754.0,"780,0,0,0,0,,,,"
755,755,"There are equal law, freedom, suffrage, social rights, and claim rights.",755.0,"781,1,0,0,0,,,,"
756,756,"All citizens are equal, so even if they have a disability, they can get jobs equally",756.0,"782,1,0,0,0,,,,"
757,757,"There are equal law, freedom, suffrage, privacy, claims, etc.",757.0,"783,0,0,0,1,,,,"
758,758,"Basic rights, equal rights, right to vote, etc",758.0,"784,0,0,0,0,,,,"
759,759,the right to work even with disabilities,759.0,"785,0,1,0,0,,,,"
760,760,the right to work even with disabilities,760.0,"786,1,0,0,0,,,,"
761,761,I don't know.,761.0,"787,0,1,0,0,,,,"
762,762,natural rights,762.0,"788,0,1,0,0,,,,"
763,763,I don't know,763.0,"789,0,0,0,0,,,,"
764,764,the right to equality and freedom,764.0,"790,0,1,0,0,,,,"
765,765,basic rights,765.0,"791,0,0,0,0,,,,"
766,766,All citizens are equal,766.0,"792,0,0,0,0,,,,"
767,767,human right,767.0,"793,1,0,0,0,,,,"
768,768,human right,768.0,"794,1,0,0,0,,,,"
769,769,All citizens are equal.,769.0,"795,1,0,0,0,,,,"
770,770,the right of liberty,770.0,"796,0,0,0,0,,,,"
771,771,I don't know,771.0,"797,0,0,0,0,,,,"
772,772,the right of liberty,772.0,"798,0,1,1,0,,,,"
773,773,the right to sue,773.0,"799,1,0,0,0,,,,"
774,774,"the right to work, the right to work freely, the right to work regardless of physical or mental problems",774.0,"800,0,0,0,0,,,,"
775,775,to have rights through knowledge,775.0,"801,1,0,0,0,,,,"
776,776,I don't know,776.0,"802,0,0,0,0,,,,"
777,777,I don't know.,777.0,"803,1,0,0,0,,,,"
778,778,I don't know,778.0,"804,1,0,1,0,,,,"
779,779,Don't know,779.0,"805,0,1,0,0,,,,"
780,780,human right,780.0,"806,0,1,0,0,,,,"
781,781,I don't know.,781.0,"807,0,1,0,0,,,,"
782,782,Don't know,782.0,"808,1,1,1,0,,,,809,0,1,1,0,,,,"
783,783,the right to be guaranteed,783.0,"810,1,1,1,1,,,,"
784,784,"Basic rights, social rights",784.0,"811,1,1,1,0,,,,"
785,785,I'm a natural sciences major,785.0,"812,1,1,1,0,,,,"
786,786,I don't know,786.0,"813,0,1,1,1,,,,"
787,787,the right to work,787.0,"814,1,0,1,0,,,,"
788,788,"the right to freedom, the right to society, the right to work",788.0,"815,1,1,1,0,,,,"
789,789,freedom and equality,789.0,"816,1,1,0,0,,,,"
790,790,the right not to be discriminated against for having a disability,790.0,"817,1,1,0,0,,,,"
791,791,Every nation has its own right to work.,791.0,"818,1,0,1,0,,,,"
792,792,All men are equal.,792.0,"819,1,1,0,0,,,,"
793,793,"It's the citizens who obey the law, and the only ones who break the law are the lawmakers who make it",793.0,"820,0,0,0,0,,,,"
794,794,the right to work,794.0,"821,0,0,0,0,,,,"
795,795,"Basic rights, welfare rights",795.0,"822,0,0,0,0,,,,"
796,796,I don't know.,796.0,"823,0,0,0,0,,,,"
797,797,the right to equality,797.0,"824,1,0,0,0,,,,"
798,798,"the right to work, the right not to be discriminated against",798.0,"825,1,0,1,0,,,,"
799,799,the right to equality,799.0,"826,1,1,0,0,,,,"
800,800,the right to equality,800.0,"827,0,1,1,0,,,,"
801,801,a claim,801.0,"828,0,0,0,0,,,,"
802,802,the right to claim,802.0,"829,0,0,0,1,,,,"
803,803,"equal rights, claims, human rights",803.0,"830,0,0,0,0,,,,"
804,804,equal rights,804.0,"831,0,0,0,0,,,,"
805,805,equal rights,805.0,"832,0,1,0,0,,,,"
806,806,equal rights,806.0,"833,1,0,0,0,,,,"
807,807,"the right to equality, freedom, and social rights",807.0,"834,0,0,0,0,,,,"
808,808,"Right to freedom, equality, social rights, suffrage, pursuit of happiness",808.0,"835,0,1,0,0,,,,"
809,809,"Social rights, freedom, equality, the pursuit of happiness",809.0,"836,1,0,0,0,,,,"
810,810,the right to pursue happiness,810.0,"837,1,0,0,0,,,,"
811,811,human right,811.0,"838,0,0,0,0,,,,839,0,0,0,0,,,,"
812,812,disability law,812.0,"840,0,0,0,0,,,,"
813,813,I don't understand.,813.0,"841,1,0,0,0,,,,"
814,814,All men have the right to equality,814.0,"842,0,0,0,0,,,,"
815,815,equal rights,815.0,"843,0,0,0,0,,,,"
816,816,Human rights exist,816.0,"844,0,0,0,0,,,,"
817,817,the three-trial system,817.0,"845,0,0,0,0,,,,"
818,818,the right to work,818.0,"846,1,1,0,0,,,,"
819,819,equal rights,819.0,"847,0,0,0,0,,,,"
820,820,the right to work,820.0,"848,0,0,0,0,,,,"
821,821,the right to work,821.0,"849,0,0,0,0,,,,"
822,822,I don't know.,822.0,"850,0,0,0,1,,,,"
823,823,the right to work,823.0,"851,0,0,0,0,,,,"
824,824,Disabled people also participate in the Olympics.,824.0,"852,1,0,0,0,,,,"
825,825,I don't know.,825.0,"853,0,1,0,0,,,,"
826,826,equal rights of opportunity,826.0,"854,0,0,0,0,,,,"
827,827,"Humans have the right to live without discrimination in disability, race, religion, etc.",827.0,"855,0,0,0,0,,,,"
828,828,the right not to be discriminated against,828.0,"856,0,0,0,1,,,,"
829,829,H and O,829.0,"857,0,0,0,0,,,,"
830,830,I don't know.,830.0,"858,0,0,0,0,,,,"
831,831,The people have the right to work freely. The people have the right to sue. The people have the right to freedom. The people have a right to overcome obstacles.,831.0,"859,0,1,0,0,,,,"
832,832,All men are equal.,832.0,"860,0,1,0,0,,,,"
833,833,I don't know...,833.0,"861,0,0,0,0,,,,"
834,834,the right to equal opportunity,834.0,"862,0,0,0,1,,,,"
835,835,"M, M, M, M",835.0,"863,0,0,0,1,,,,"
836,836,equal rights,836.0,"864,1,0,0,0,,,,"
837,837,"In the event of unfairness, there is the right to be tried, the right to not be discriminated against, and the right to be treated equally.",837.0,"865,0,0,0,0,,,,"
838,838,the right of liberty,838.0,"866,0,0,0,0,,,,"
839,839,"Among the basic rights of the people, it is the right to work specified in the Constitution.",839.0,"867,0,1,0,0,,,,"
840,840,"have labor rights It may be less, but it is omitted because there is not enough time.",840.0,"868,0,1,0,0,,,,869,0,1,0,0,,,,"
841,841,"""Hong Gil-Dong discriminated against me because I can't work for company A because I have a disability",841.0,"870,0,1,0,0,,,,"
842,842,"I think it's an equal right because I received it. In addition, I think it is a right of freedom in that it has been sued and tried three times.""",842.0,"871,0,0,0,0,,,,"
843,843,"Ignoring the willingness to work Ignoring A's desire to work, so freedom. And claim because A filed a lawsuit.",843.0,"872,0,1,0,0,,,,"
844,844,"Through the example of Hong Gil-dong, we can see that there are natural human rights, equal rights, freedom, and claim rights.",844.0,"873,0,1,0,0,,,,"
845,845,"The rights of the people related to the example of Hong Gil-dong include equal rights, social rights, and claim rights. Company A rejected Hong Gil-dong for having a disability. This goes against the right to equality that everyone has the right to equality. And it goes against the right of society to improve employment conditions for the socially disadvantaged. Finally, Hong Gil-dong applied for a trial to guarantee his rights, which is a claim.",845.0,"874,0,0,0,0,,,,"
846,846,"It exercises the right to equality, the right to work, the right to request a trial, and the right to guarantee basic rights.",846.0,"875,1,1,0,0,,,,"
847,847,"Anyone can exercise their human rights, the right to claim to hold a trial, and the right to work.",847.0,"876,1,1,0,0,,,,"
848,848,"The right to equality, the right to pursue happiness, and the right to claim are rights related to Hong Gil-dong. Hong Gil-dong exercised his right to pursue happiness to get a job for happiness, but was guaranteed his right to sue for violating the right to equality, the right not to be discriminated against for having a disability.",848.0,"877,1,1,0,0,,,,"
849,849,"The right to three trials can actively use the constitutional three-trial system. It also guaranteed the right not to be treated unfairly for certain reasons, such as physical discomfort, through the state. The Constitution guarantees the basic human rights granted if born as a human being. The rights guaranteed accordingly include various rights such as freedom, equality, and suffrage.",849.0,"878,1,1,0,0,,,,"
850,850,"As a right to work, this right is a first-generation human rights constitution that takes into account the right to freedom and equality",850.0,"879,0,0,0,0,,,,"
851,851,"It can be seen that the current constitution claims the right to equality, the right to pursue happiness, and the right to work. The reason is that the company was reluctant to say that equal rights were people who had an accident even though they were capable of working. This is because Hong Gil-dong, who had an accident, has the right to pursue happiness to enjoy working happiness. It is also because it exercises the right to work to guarantee Hong Gil-dong's labor.",851.0,"880,0,0,0,1,,,,"
852,852,"Hong Gil-dong, so all the people have the right to file a lawsuit three times. And Hong Gil-dong also has the right to pursue happiness to prevent his happiness from being taken away by the company. In addition, they have the right to enjoy the same rights as others equally and to resolve their own unfairness by requesting a trial.",852.0,"881,1,1,0,0,,,,"
853,853,The Constitution claims the right to work according to individual abilities. Hong Gil-dong is discriminated against for having a hand problem even though he has the ability to work.,853.0,"882,0,0,0,0,,,,"
854,854,I'm sorry.,854.0,"883,1,0,0,0,,,,"
855,855,..,855.0,"884,1,0,0,0,,,,"
856,856,The Republic of Korea is a democracy,856.0,"885,0,0,0,0,,,,"
857,857,I don't remember.,857.0,"886,1,1,1,0,,,,"
858,858,equal rights that any person can have,858.0,"887,1,0,0,0,,,,"
859,859,the right to equal treatment the right to sue in the event of injustice,859.0,"888,1,1,0,0,,,,"
860,860,"the right not to be discriminated against, the right to choose the job one wants",860.0,"889,1,0,0,0,,,,"
861,861,the right to claim a job security,861.0,"890,1,1,0,0,,,,"
862,862,Dignity and Values,862.0,"891,1,1,0,0,,,,"
863,863,There are human rights and so on.,863.0,"892,1,1,0,0,,,,"
864,864,I don't understand.,864.0,"893,1,1,0,0,,,,"
865,865,M and D,865.0,"894,1,0,1,0,,,,"
866,866,Korea is a liberal democracy and has the right to enter the company even if it is uncomfortable.,866.0,"895,0,0,0,1,,,,"
867,867,It does not discriminate against disabled people,867.0,"896,0,0,0,1,,,,"
868,868,the right not to be criticized for one's rights as a citizen because one is disabled,868.0,"897,1,1,0,0,,,,"
869,869,"No matter how disabled one is, one has the right to work.",869.0,"898,1,1,0,0,,,,899,1,1,0,0,,,,"
870,870,"Maybe it's because these people have a prejudice And what would you do if you were disabled in an accident and ignored like this, would you feel good if you said something that made you would feel good if you said something that made you feel bad? I honestly don't understand that you have rights and you're being ignored for that. I have more to say, but I'm a little out of time and I don't get it right.",870.0,"900,0,0,0,0,,,,"
871,871,All citizens have a right to be fair,871.0,"901,0,0,0,0,,,,"
872,872,I don't know.,872.0,"902,0,0,0,1,,,,"
873,873,"The law of our country is determined by the people, our country belongs to all the people",873.0,"903,0,0,0,0,,,,"
874,874,The people have every right,874.0,"904,0,0,0,0,,,,"
875,875,Everyone has a right to be fair,875.0,"905,0,0,0,1,,,,"
876,876,I don't know,876.0,"906,0,0,0,0,,,,"
877,877,The owner of the country is the people.,877.0,"907,0,0,0,1,,,,"
878,878,I don't know,878.0,"908,0,0,0,0,,,,"
879,879,I don't understand.,879.0,"909,0,0,0,0,,,,"
880,880,"the right to freedom, equality, etc",880.0,"910,0,0,0,0,,,,"
881,881,The right to work?,881.0,"911,0,0,0,0,,,,"
882,882,?,882.0,"912,1,0,0,0,,,,"
883,883,Constitution,883.0,"913,0,0,0,0,,,,"
884,884,rights to be guaranteed human rights,884.0,"914,0,0,0,0,,,,"
885,885,Sovereignty belongs to the people,885.0,"915,0,1,0,0,,,,"
886,886,"All citizens have the right to be respected for gender, occupation, religion, etc.",886.0,"916,0,0,0,0,,,,"
887,887,"Even if the Korean people have disabilities, everyone can do what they want to do",887.0,"917,1,0,0,0,,,,"
888,888,I don't remember,888.0,"918,1,1,0,0,,,,"
889,889,the rights of Hong Gil-dong,889.0,"919,1,1,0,0,,,,"
890,890,Humans are born with the right to human rights from birth.I don't know,890.0,"920,1,1,0,0,,,,"
891,891,I don't know.,891.0,"921,0,1,0,0,,,,"
892,892,Every citizen can have the job he wants,892.0,"922,0,1,0,0,,,,"
893,893,"the right to choose a career, etc",893.0,"923,0,0,0,0,,,,"
894,894,...................,894.0,"924,0,1,0,0,,,,"
895,895,human right,895.0,"925,0,0,0,1,,,,"
896,896,"There is human rights, the minimum rights granted to human beings",896.0,"926,0,0,0,0,,,,"
897,897,"They do not discriminate against disability, religion, or sex",897.0,"927,1,0,0,0,,,,"
898,898,the right of choice,898.0,"928,1,0,0,0,,,,929,0,0,0,1,,,,"
899,899,the right to vote,899.0,"930,1,0,0,0,,,,"
900,900,the right of liberty,900.0,"931,1,0,0,0,,,,"
901,901,the right of liberty,901.0,"932,0,0,0,1,,,,"
902,902,the right to freedom and social rights,902.0,"933,0,0,0,1,,,,"
903,903,the right to freedom,903.0,"934,1,1,0,0,,,,"
904,904,The rights of the country belong to the people and everything is determined by the people.,904.0,"935,0,0,0,0,,,,"
905,905,"If you have the ability and the commitment to be able to do it, you can get a job",905.0,"936,0,0,0,0,,,,"
906,906,the right to get a job,906.0,"937,0,0,0,0,,,,"
907,907,the right to vote,907.0,"938,0,0,0,0,,,,"
908,908,"There are equal rights, social rights, etc",908.0,"939,0,0,0,0,,,,"
909,909,"There are equal rights, social rights, etc.",909.0,"940,0,0,0,0,,,,"
910,910,"There are equal rights, social rights, etc",910.0,"941,0,0,0,0,,,,"
911,911,"have equal rights, social rights, etc",911.0,"942,0,0,0,0,,,,"
912,912,I think disabled people should be given the right to do so if they have the ability to do so.,912.0,"943,0,1,0,0,,,,"
913,913,human right,913.0,"944,0,0,0,0,,,,"
914,914,"have equal rights, social rights, etc",914.0,"945,1,0,0,0,,,,"
915,915,Only our country can have three trials,915.0,"946,1,0,0,0,,,,"
916,916,equal rights,916.0,"947,0,0,0,0,,,,"
917,917,equal rights,917.0,"948,0,0,0,0,,,,"
918,918,The only thing I know is the people's right to vote,918.0,"949,0,0,0,0,,,,"
919,919,"There are equal rights, social rights, claims, suffrage, freedom, etc",919.0,"950,0,1,0,1,,,,"
920,920,"I don't know, but I know that the rights of the people, such as the Equality Act, are very important in the law.",920.0,"951,1,0,0,0,,,,"
921,921,"have equal rights, social rights, etc",921.0,"952,0,1,0,0,,,,"
922,922,equal rights,922.0,"953,0,1,0,0,,,,"
923,923,"have equal rights, social rights, etc",923.0,"954,1,1,0,0,,,,"
924,924,"There are equal rights, social rights and so on.",924.0,"955,0,1,0,0,,,,"
925,925,"There are equal rights, social rights, etc.",925.0,"956,0,1,0,0,,,,"
926,926,"There are equal rights, social rights and so on.",926.0,"957,0,1,0,0,,,,"
927,927,Hong Gil-dong`s failure to be treated as disabled is against the right to equality.,927.0,"958,0,0,0,0,,,,959,0,0,0,0,,,,"
928,928,"Hong Gal-dong belongs to the claim filed by the lawsuit. ""Back""",928.0,"960,0,1,0,0,,,,"
929,929,human right,929.0,"961,0,1,0,0,,,,"
930,930,Among the rights of the people are the right to do what they want to do and the right to enjoy human rights.,930.0,"962,0,0,0,0,,,,"
931,931,"Equal rights, freedom, suffrage, social rights",931.0,"963,0,0,0,0,,,,"
932,932,"the right to freedom, equality, and social rights",932.0,"964,1,1,0,1,,,,"
933,933,"Equal rights, liberty, suffrage, social rights.",933.0,"965,1,0,0,0,,,,"
934,934,Don't know,934.0,"966,0,0,0,1,,,,"
935,935,Don't know,935.0,"967,1,1,1,0,,,,"
936,936,human right,936.0,"968,0,0,0,0,,,,"
937,937,:(,937.0,"969,1,0,0,0,,,,"
938,938,None.,938.0,"970,0,0,0,0,,,,"
939,939,"Human rights protected,",939.0,"971,0,0,0,0,,,,"
940,940,The people have the right to try something.,940.0,"972,0,0,0,0,,,,"
941,941,"Human rights, Constitution: Democracy",941.0,"973,0,0,0,0,,,,"
942,942,I have a disability,942.0,"974,0,0,0,0,,,,"
943,943,People with disabilities can do it.,943.0,"975,0,0,0,0,,,,"
944,944,the rights of persons with disabilities,944.0,"976,0,0,0,0,,,,"
945,945,There's a pot that lets you rest,945.0,"977,0,0,0,0,,,,"
946,946,Don't ignore the disabled.,946.0,"978,0,0,0,0,,,,"
947,947,"Because Company A does not win, it cannot enter the constitution.",947.0,"979,0,0,0,0,,,,"
948,948,I don't understand.,948.0,"980,0,0,0,0,,,,"
949,949,the right to freedom,949.0,"981,1,0,0,0,,,,"
950,950,......,950.0,"982,0,0,0,0,,,,"
951,951,"Equal rights: the right to equality before the law and not discriminate by status, gender, religion, region, etc",951.0,"983,0,0,0,0,,,,"
952,952,"""Equal rights: everyone is equal before the law and not discriminated against by status, gender, religion, region, etc",952.0,"984,0,0,0,0,,,,"
953,953,"Social rights: The right to education, the right to enjoy a healthy life, etc., has the right to demand the state to live a minimum life that human beings should enjoy.""",953.0,"985,0,0,0,0,,,,"
954,954,"Equal rights: Everyone has the right to equality before the law and not discriminate according to their status, gender, religion, region, etc., social rights: the right to education, the right to live a healthy life, etc.",954.0,"986,0,1,0,0,,,,"
955,955,"""Equal rights: everyone is equal before the law and not discriminated against by status, gender, religion, region, etc.""",955.0,"987,0,0,0,0,,,,"
956,956,"Social rights: You have the right to demand the state to live at least as a human being, such as the right to be raised and to enjoy a healthy life.""",956.0,"988,0,0,0,0,,,,989,0,0,0,0,,,,"
957,957,You can get a job even if you have a disability,957.0,"990,0,0,0,0,,,,"
958,958,have the right to do one's work if it doesn't affect one's work,958.0,"991,0,0,0,0,,,,"
959,959,Everything,959.0,"992,0,0,0,0,,,,"
960,960,the right to choose the job one wants,960.0,"993,0,0,0,1,,,,"
961,961,The people have human rights,961.0,"994,0,0,0,0,,,,"
962,962,right,962.0,"995,0,0,0,0,,,,"
