,Unnamed: 0,1) Why is there wind on the beach?,Unnamed: 0,", q45_barometric pressure, q45_temperature, q45_specific heat, q45_barometric pressure 1, q45_temperature 1, q45_specific heat.1"
570,570,I don't know.,570.0,"589,0,0,0,,,"
571,571,I don't know.,571.0,"590,0,0,0,,,"
572,572,Because it is the wind from other countries.,572.0,"591,0,1,0,,,"
573,573,.,573.0,"592,0,0,0,,,"
574,574,There's a land wind near the sea,574.0,"593,0,0,0,,,"
575,575,"The sea water is cold, so the cold heat blows in the wind",575.0,"594,0,0,0,,,"
576,576,"Because the sand gets hot during the day, and the air in the sea moves to the land",576.0,"595,1,0,0,,,"
577,577,Because the wind blows everywhere.,577.0,"596,0,0,0,,,"
578,578,The heat from the water rises to the sky and creates a cold wind.,578.0,"597,1,0,0,,,"
579,579,Because the sand is hot and the sea is cool,579.0,"598,1,0,0,,,599,0,0,0,,,"
580,580,The ocean is cooler than sand,580.0,"600,0,0,0,,,"
581,581,I don't know,581.0,"601,0,0,0,,,"
582,582,It's going to go up well.,582.0,"602,0,0,0,,,"
583,583,I don't know.,583.0,"603,1,0,0,,,"
584,584,This is because the sea breeze blows.,584.0,"604,0,0,0,,,"
585,585,I don't know.,585.0,"605,0,0,0,,,"
586,586,Because the sea is cooler than sand On average.,586.0,"606,0,0,0,,,"
587,587,Because there are waves,587.0,"607,0,0,0,,,"
588,588,I don't know.,588.0,"608,1,0,0,,,"
589,589,yeyyeyeyeyeyeyyeyeyyyyeyeyyeyeyeyeyeyyyyyeyeyyeyeyeyyeeeeyyeyeyyeyyeeyeyeyeyeyyeyeyyyeeeyyeeyyeyeeyeyyeeyeyeyyeyyeyeyyeyyeyeyyeeyyeyeyyeyeyyeyer,589.0,"609,0,0,0,,,"
590,590,I don't know,590.0,"610,0,0,0,,,"
591,591,"During the day, the air on the land is hot, so the air goes up, and the air on the water blows to the beach",591.0,"611,0,0,0,,,"
592,592,I don't know.,592.0,"612,1,0,0,,,"
593,593,Just.I don't know.,593.0,"613,1,1,0,,,"
594,594,????????,594.0,"614,0,1,0,,,"
595,595,It's because of the waves.,595.0,"615,1,1,0,,,"
596,596,"Since the air moves from high pressure to low pressure, the hot sandy beach is low pressure, so wind flows from the sea to the sandy beach.",596.0,"616,1,0,0,,,"
597,597,Because of the waves,597.0,"617,0,0,0,,,"
598,598,I don't know,598.0,"618,1,0,0,,,"
599,599,This is because the moon makes the tide and the ebb.,599.0,"619,0,0,0,,,"
600,600,Because of the sea,600.0,"620,0,0,0,,,"
601,601,The wind is booming because of the low temperature on the beach,601.0,"621,0,0,0,,,"
602,602,?,602.0,"622,0,0,0,,,"
603,603,???,603.0,"623,0,0,0,,,"
604,604,This is because the sea heats up later than on land.,604.0,"624,0,0,0,,,"
605,605,Hot air and cold air meet,605.0,"625,0,0,0,,,"
606,606,The wind blows from afar,606.0,"626,0,0,0,,,"
607,607,It's windy.,607.0,"627,0,0,0,,,"
608,608,There's a difference in air pressure,608.0,"628,0,0,0,,,629,0,0,0,,,"
609,609,Because there's land and sea winds,609.0,"630,0,0,0,,,"
610,610,The cold air of the sea and the hot air of the ground meet,610.0,"631,0,1,0,,,"
611,611,The cold air from the sea comes to the beach,611.0,"632,0,1,0,,,"
612,612,It's because of the air flow of air,612.0,"633,0,1,0,,,"
613,613,There's water.,613.0,"634,0,0,0,,,"
614,614,The convection of air creates wind.,614.0,"635,0,0,0,,,"
615,615,It is caused by the direction in which the air travels.,615.0,"636,0,0,0,,,"
616,616,"The hot air on the beach goes up, and the cool air on the beach comes from there",616.0,"637,0,0,0,,,"
617,617,????????????????,617.0,"638,0,1,0,,,"
618,618,The sand creates hot heat,618.0,"639,0,0,0,,,"
619,619,There is a stronger wind as the waves hit.,619.0,"640,0,0,0,,,"
620,620,It is because the hot air on the beach goes up and the cool air on the side of the sea comes in,620.0,"641,0,0,0,,,"
621,621,It's when the low and high pressures meet and merge.,621.0,"642,1,0,0,,,"
622,622,Isn't the wind everywhere?,622.0,"643,0,0,0,,,"
623,623,"Because of the convection of air,",623.0,"644,0,0,0,,,"
624,624,??,624.0,"645,0,0,0,,,"
625,625,High pressure and low pressure meet to create wind,625.0,"646,0,1,0,,,"
626,626,"During the day, the land is hotter, so the air pressure is high, and the wind blows from the sea with low air pressure.",626.0,"647,0,0,1,,,"
627,627,Because the climate and temperature have changed,627.0,"648,0,1,0,,,"
628,628,It is because of the temperature change of the air.This is because the air sometimes goes up and down.,628.0,"649,0,1,0,,,"
629,629,The air can go up or down,629.0,"650,0,0,0,,,"
630,630,Different air comes together,630.0,"651,0,1,0,,,"
631,631,This is because the air can go up or down.,631.0,"652,0,0,0,,,"
632,632,I don't know.,632.0,"653,1,1,0,,,"
633,633,I don't know.,633.0,"654,0,1,1,,,"
634,634,I don't know,634.0,"655,0,0,0,,,"
635,635,The temperature of the land has dropped,635.0,"656,0,0,1,,,"
636,636,I don't know.,636.0,"657,0,0,1,,,"
637,637,Because of the sea breeze,637.0,"658,0,0,1,,,659,0,1,0,,,"
638,638,Because of the sea breeze,638.0,"660,0,1,0,,,"
639,639,in the wind,639.0,"661,0,0,1,,,"
640,640,Because it's windy,640.0,"662,0,1,0,,,"
641,641,a sea breeze,641.0,"663,1,0,0,,,"
642,642,It's caused by the evaporation of seawater?,642.0,"664,0,1,0,,,"
643,643,against the wind on land,643.0,"665,0,1,0,,,"
644,644,Wind is created because the temperature of the air is different from the land.,644.0,"666,0,0,0,,,"
645,645,Because of the temperature difference?,645.0,"667,0,0,0,,,"
646,646,"Because the air moves according to the temperature change,",646.0,"668,0,0,0,,,"
647,647,Because the earth rotates,647.0,"669,0,0,0,,,"
648,648,"The sea is cool, so it creates wind.",648.0,"670,0,0,0,,,"
649,649,I don't know,649.0,"671,0,0,0,,,"
650,650,Wind blew from the sea,650.0,"672,0,0,0,,,"
651,651,Because the beach is cold,651.0,"673,0,0,0,,,"
652,652,I don't know,652.0,"674,0,0,0,,,"
653,653,the circulation of seawater,653.0,"675,0,0,0,,,"
654,654,I do not remember.,654.0,"676,1,0,0,,,"
655,655,"Due to the difference in air pressure between the sea and the sandy beach, air moves to a place with low air pressure, creating wind.",655.0,"677,0,0,0,,,"
656,656,Because of the beach breeze,656.0,"678,1,0,1,,,"
657,657,This is because the atmosphere moves from the warm to the cold side.,657.0,"679,0,0,0,,,"
658,658,the movement of air,658.0,"680,0,0,1,,,"
659,659,"Unlike land that is quickly heated by sunlight, the sea that is slowly heated by sunlight blows from low-temperature sea to land during the day and from low-temperature land to sea at night.",659.0,"681,0,0,0,,,"
660,660,the difference in specific heat between land and sea,660.0,"682,0,0,1,,,"
661,661,This is because the temperature difference occurs because the sea and sandy beaches receive the same amount of solar heat and cool down at different speeds.,661.0,"683,0,0,1,,,"
662,662,a difference in temperature difference,662.0,"684,0,0,0,,,"
663,663,convection,663.0,"685,0,0,0,,,"
664,664,Because of the temperature difference between the sandy beach and the sea,664.0,"686,0,0,0,,,"
665,665,It's because of the steam,665.0,"687,0,0,0,,,"
666,666,It is the difference between temperature and atmospheric pressure.,666.0,"688,1,1,0,,,689,0,0,0,,,"
667,667,"This is because the specific heat of the water is large, so there is little change in temperature.",667.0,"690,1,0,0,,,"
668,668,.,668.0,"691,0,0,0,,,"
669,669,It's because of the difference in meanness.,669.0,"692,0,0,0,,,"
670,670,This is because of the difference in specific heat between the sea and the land.,670.0,"693,0,0,0,,,"
671,671,It's because of the meanness.,671.0,"694,0,0,0,,,"
672,672,It is because of the temperature difference between the sea and the land.,672.0,"695,0,0,0,,,"
673,673,Because the beach is cold.,673.0,"696,0,0,0,,,"
674,674,It's because of the difference between land and sea,674.0,"697,0,0,0,,,"
675,675,The temperature difference between the sea and the sand moves from hot to cold,675.0,"698,0,0,0,,,"
676,676,"Because the air pressure varies due to the temperature difference, the wind blows due to the air pressure.",676.0,"699,0,0,0,,,"
677,677,It is because of the difference in temperature between the sea and the sandy beach.,677.0,"700,0,0,0,,,"
678,678,Wind is generated by the temperature difference between the sandy beach and the sea.,678.0,"701,0,0,0,,,"
679,679,Because of the convection of air,679.0,"702,0,0,0,,,"
680,680,d,680.0,"703,0,0,0,,,"
681,681,The air is moving,681.0,"704,0,0,1,,,"
682,682,the movement of air,682.0,"705,0,0,0,,,"
683,683,by the waves,683.0,"706,1,0,0,,,"
684,684,The wind is so strong,684.0,"707,0,0,0,,,"
685,685,"The temperature of the air on the beach is low and there is sea water in caution, so the wind blows(?)",685.0,"708,0,0,0,,,"
686,686,Air moves according to the air temperature,686.0,"709,0,0,0,,,"
687,687,.....,687.0,"710,0,0,0,,,"
688,688,the movement of air,688.0,"711,0,0,0,,,"
689,689,Hot air goes up and cold air goes down,689.0,"712,0,0,0,,,"
690,690,This is because the air moves from the beach.,690.0,"713,0,1,0,,,"
691,691,The sea gets hot because the hot air goes up.,691.0,"714,0,0,0,,,"
692,692,"I don't knowThis is because the degree to which the land and the sea are heated is different, so air moves from cold to hot.",692.0,"715,0,0,0,,,"
693,693,The air is moving,693.0,"716,1,0,1,,,"
694,694,The temperature of the land and the sea is different,694.0,"717,0,0,0,,,"
695,695,"The sea water rises and falls slowly, but the land rises and falls quickly  Because the wind goes to a warm place",695.0,"718,0,0,0,,,719,1,0,1,,,"
696,696,Typhoon,696.0,"720,1,1,1,,,"
697,697,Because it is windy.,697.0,"721,1,0,1,,,"
698,698,I don't know.,698.0,"722,0,0,1,,,"
699,699,The wind blows and heats up the heat.,699.0,"723,1,0,0,,,"
700,700,"Hot air goes up and cold air comes down, but the sand gets hotter during the day, so when the air in the sand rises, the cold air in the sea goes toward the sand, which creates wind.",700.0,"724,1,1,1,,,"
701,701,??,701.0,"725,0,1,0,,,"
702,702,This is because the air temperature and air pressure are moderate.,702.0,"726,0,0,0,,,"
703,703,h,703.0,"727,0,0,0,,,"
704,704,Because the wind came on the waves?,704.0,"728,0,1,1,,,"
705,705,Wind blew from the sea,705.0,"729,0,0,1,,,"
706,706,Because of the waves?,706.0,"730,1,1,1,,,"
707,707,the sheep,707.0,"731,1,0,0,,,"
708,708,It occurs when the temperature of the sea decreases.,708.0,"732,0,1,1,,,"
709,709,Hah!,709.0,"733,0,0,0,,,"
710,710,I don't know,710.0,"734,0,0,0,,,"
711,711,I don't understand.,711.0,"735,0,0,0,,,"
712,712,Warm air and cold air meet to create wind.,712.0,"736,0,0,0,,,"
713,713,Hah!,713.0,"737,0,0,0,,,"
714,714,It seems to be caused by the water coming towards the sandy beach,714.0,"738,0,0,0,,,"
715,715,Because of the waves,715.0,"739,0,0,0,,,"
716,716,"The heat of the sand changes easily, so the wind goes to the sea because it gets colder than the sea",716.0,"740,0,0,0,,,"
717,717,Because of the steam,717.0,"741,0,0,0,,,"
718,718,Because of the air pressure difference,718.0,"742,0,0,0,,,"
719,719,dd,719.0,"743,0,0,0,,,"
720,720,Sea water becomes air as it evaporates and blows,720.0,"744,0,0,0,,,"
721,721,"During the day, the wind is blowing in other countries.",721.0,"745,0,0,1,,,"
722,722,It is because of the weather phenomenon.,722.0,"746,1,1,0,,,"
723,723,"Because water evaporates from the ocean,",723.0,"747,1,0,0,,,"
724,724,The wind blew from somewhere else,724.0,"748,1,0,0,,,749,1,0,1,,,"
725,725,The temperature of the sea is high at night and the temperature of the sea is low,725.0,"750,0,0,0,,,"
726,726,"Since air comes from the sea,",726.0,"751,0,0,0,,,"
727,727,The air comes up from the bottom of the sea,727.0,"752,0,0,0,,,"
728,728,Winds are generated by atmospheric pressure waves caused by specific heat.,728.0,"753,0,0,0,,,"
729,729,There's air,729.0,"754,0,0,0,,,"
730,730,The hot air and the cold air meet,730.0,"755,0,0,0,,,"
731,731,"Because the specific heat is different between the sea and the sandy beach, the temperature of the air on the hot side is higher, and the air pressure on the higher side is lowered, so the air pressure moves from the higher side to the lower side and the wind blows",731.0,"756,0,0,0,,,"
732,732,"Land and sea have different specific heat, so the temperature changes, and the air at the higher temperature rises and becomes low pressure. Wind blows from high pressure to low pressure, so wind blows from the beach.",732.0,"757,0,0,0,,,"
733,733,"Day and night, the temperature difference occurs due to the specific heat difference between the sandy beach and the seawater, the air pressure is relatively low in the high temperature, and the air pressure is relatively high in the low temperature, causing the wind to blow from high temperature to high temperature.",733.0,"758,0,0,0,,,"
734,734,"Heat moves from high to low heat energy to achieve thermal equilibrium. And because the specific heat of the land and the sea is different, thermal energy differences occur between the land and the sea, causing air to move and generate wind.",734.0,"759,0,0,0,,,"
735,735,The beach is under low pressure,735.0,"760,0,0,0,,,"
736,736,"Because sand and water have different specific heat, the temperature of the surrounding air is also different. Therefore, air moves and wind is generated due to the difference in air pressure according to temperature.",736.0,"761,0,0,0,,,"
737,737,"Energy is needed to raise the temperature of a substance, and water needs much more energy when it raises the same temperature as soil. So, soil heats up faster when exposed to energy than water and cools faster when energy is taken away. As a result, a temperature difference occurs between the air of the sea and the air of the land, causing one side to rise and the other to fall, causing the wind to blow.",737.0,"762,0,0,0,,,"
738,738,"Due to the temperature difference between the sea and the land, air convection occurs",738.0,"763,0,0,0,,,"
739,739,I don't know.,739.0,"764,0,0,0,,,"
740,740,"The reason why the wind is generated by the sea is because the specific heat of the sea and the land is different. Because the specific heat of the sea and the land is different, the temperature difference occurs and the wind blows",740.0,"765,0,0,0,,,"
741,741,This is because the specific heat of the land is smaller than that of the sea.,741.0,"766,0,0,0,,,"
742,742,"The specific heat of the sea is greater than the specific heat of the land, so it takes a lot of time for the temperature to rise and fall. Therefore, during the day, the temperature of the sea rises later than the temperature of the land, and the air above the sea is lower than that of the air above the land.  Air on land increases in volume as the temperature increases, decreases in density, and rises, and air on the sea blows from the sea toward the land as it enters to fill the empty space as the air on the land rises. At night, the temperature of the sea, which has a large specific heat, cools relatively slowly, which is higher than the temperature of the land that cools rapidly. Then, the temperature on the sea decreases and rises, and the air on the land enters the empty space as the air on the sea rises, causing a ""sea wind"" from land to sea.",742.0,"767,0,0,0,,,"
743,743,"The sea takes a long time to heat up and takes a long time to cool down. On the other hand, land receives heat more easily and loses heat more easily than the sea. Therefore, there is a difference in air pressure between the sea and the land, and wind is generated by this difference in air pressure.",743.0,"768,0,0,0,,,"
744,744,"The sea is an area attached to the land. Because of this, the specific heat of sand and soil is smaller than the specific heat of water, there is a temperature difference between the land and the sea. This is why the wind blows.",744.0,"769,0,0,0,,,"
745,745,Because of the air volume,745.0,"770,0,0,0,,,"
746,746,It's because of the sea breeze,746.0,"771,0,0,0,,,"
747,747,It's windy on the beach,747.0,"772,0,0,0,,,"
748,748,I don't know,748.0,"773,0,0,0,,,"
749,749,It is because the wind blows from the beach.,749.0,"774,0,0,0,,,"
750,750,on the waves,750.0,"775,1,0,1,,,"
751,751,"ㅇYes, yes, yes",751.0,"776,0,0,0,,,"
752,752,under the influence of the wheat and ebb tide,752.0,"777,1,0,0,,,"
753,753,"The heat of the sand that was generated during the day cools down, creating wind on the beach.",753.0,"778,1,1,1,,,779,0,1,1,,,"
754,754,"Because there's wind in the ocean,",754.0,"780,0,1,1,,,"
755,755,It is because the sea breeze follows the movement of the sea,755.0,"781,0,0,0,,,"
756,756,Because of the water in the sea,756.0,"782,0,1,1,,,"
757,757,"Due to the large specific heat of the water, the sea is colder than the land during the day, so the sea breeze blows.",757.0,"783,1,0,0,,,"
758,758,"When the temperature rises, the atmosphere becomes unstable, but it heats up slower in the sea than on land, resulting in wind due to the air pressure.",758.0,"784,1,1,0,,,"
759,759,Wind moves from high pressure to low pressure.,759.0,"785,0,0,1,,,"
760,760,This is because high pressure has occurred.,760.0,"786,1,0,0,,,"
761,761,"The reason for the wind on the beach is that the temperature of the two places varies depending on the specific heat of the sand and the sea, and accordingly, low pressure and high pressure are generated, so the wind blows from low pressure to high pressure.",761.0,"787,0,0,1,,,"
762,762,Since it's a wave,762.0,"788,0,1,0,,,"
763,763,I didn't learn it.,763.0,"789,0,0,1,,,"
764,764,Just.,764.0,"790,0,0,1,,,"
765,765,It gives off heat,765.0,"791,0,1,1,,,"
766,766,I didn't learn it.,766.0,"792,0,1,0,,,"
767,767,It gives off heat,767.0,"793,0,0,0,,,"
768,768,I don't know,768.0,"794,1,1,0,,,"
769,769,I don't know.,769.0,"795,0,1,1,,,"
770,770,There's a lot of water,770.0,"796,0,0,0,,,"
771,771,Because of the waves,771.0,"797,1,1,0,,,"
772,772,Because the heat moved to the sea,772.0,"798,1,0,1,,,"
773,773,It's because seawater circulates,773.0,"799,0,1,0,,,"
774,774,I don't know,774.0,"800,0,0,1,,,"
775,775,I don't know. I don't know.,775.0,"801,0,0,1,,,"
776,776,Don't know,776.0,"802,0,0,0,,,"
777,777,"The sea water is cold around the beach, so the temperature in the sea is transferred to the sky",777.0,"803,0,0,1,,,"
778,778,"Heat moves from hot to cold, so wind blows from hot to cold.",778.0,"804,0,0,0,,,"
779,779,Pardon?,779.0,"805,1,1,1,,,"
780,780,I don't know,780.0,"806,1,0,0,,,"
781,781,This is because the wind from the sea goes over to the land when the waves meet the ground.,781.0,"807,0,1,0,,,"
782,782,No learning,782.0,"808,1,0,0,,,809,0,1,0,,,"
783,783,"Because the waves of the sea are caused by wind and wind,",783.0,"810,0,1,0,,,"
784,784,because of nature,784.0,"811,1,1,1,,,"
785,785,Because of the waves,785.0,"812,1,0,1,,,"
786,786,Ovalesque farted,786.0,"813,1,0,0,,,"
787,787,"Because the sea has a large specific heat and heat capacity, the land becomes low pressure during the day, the sea becomes high pressure, and at night, the land becomes high pressure, and the land becomes low pressure.",787.0,"814,1,1,0,,,"
788,788,This is because uneven air flow occurs due to uneven heating of the surface on the beach and sea.,788.0,"815,1,0,0,,,"
789,789,"The difference in air pressure is caused by the temperature difference between the sea and the sandy beach, resulting in wind.",789.0,"816,1,1,1,,,"
790,790,"The specific heat of the sandy beach and seawater is different, so wind is generated due to the air pressure difference caused by the temperature difference.",790.0,"817,0,1,0,,,"
791,791,"This is because the specific heat of the land and the sea is different, resulting in a temperature difference.Different specific heat of land and sea temperatures caused by the wind is by the different.",791.0,"818,1,1,0,,,"
792,792,육풍과 해풍이 생기기 때문이다.,792.0,"819,0,1,1,,,"
793,793,Owing to the land and sea temperature between inside and outside due to biyeolcha,793.0,"820,1,0,0,,,"
794,794,Low air temperature is high air goes on and temperatures moving that way.,794.0,"821,1,0,0,,,"
795,795,By giapa in temperature of the air by an up-and-down motion.,795.0,"822,0,0,0,,,"
796,796,Mean difference,796.0,"823,0,1,0,,,"
797,797,Atmospheric pressure differences,797.0,"824,1,1,0,,,"
798,798,"Specific heat of the sea and earth, is different.",798.0,"825,0,0,0,,,"
799,799,Sea and sand sajangeu has drawbacks to temperature caused by convection.,799.0,"826,0,0,0,,,"
800,800,Specific heat of the sand and water.,800.0,"827,0,0,0,,,"
801,801,Mean by inhaeseo.,801.0,"828,1,0,0,,,"
802,802,"Of the land and sea temperature car is due to biyeolcha a heat transfer, in the course of the wind.",802.0,"829,0,0,0,,,"
803,803,공기의 온도차로 이한 부피를 메우는 방법을 바람 생성,803.0,"830,1,0,0,,,"
804,804,It's moving,804.0,"831,0,1,0,,,"
805,805,In the beach between the sand and water temperatures affect atmospheric pressure and temperatures in the companies are from high to low and there is the wind.,805.0,"832,1,1,0,,,"
806,806,"Mean low heated as soon as the land or sea with a high base, quickly wears off slowly slowly to cool or warm. As a result, there is a temperature difference between both sides during the day/night, and heat moves due to convection, and air that transfers heat also moves together, resulting in wind, which is the flow of air.",806.0,"833,0,0,0,,,"
807,807,convection of heat,807.0,"834,0,0,0,,,"
808,808,This is because wind is generated according to temperature and atmospheric pressure.,808.0,"835,1,1,1,,,"
809,809,"Because of the heat, the sandy beach heats up faster When the air goes up, the air from the sea blows toward the sandy beach to fill it up.",809.0,"836,0,0,0,,,"
810,810,It is because of the difference between the temperature of the land and the temperature of,810.0,"837,0,0,0,,,"
811,811,"Compared to the land, the heat of the sea is bigger",811.0,"838,1,0,0,,,839,1,0,0,,,"
812,812,"Since the specific heat of water and the specific heat of sand are different, air convection occurs and the wind blows.",812.0,"840,0,0,0,,,"
813,813,It is because of the temperature difference between sand and the sea.,813.0,"841,1,0,1,,,"
814,814,The specific heat difference between water and sand is caused by the flow of air.,814.0,"842,0,0,0,,,"
815,815,This is because there is a difference in temperature between land and sea water.,815.0,"843,0,0,0,,,"
816,816,"Because the specific heat of the water is higher among the specific heat of the sand and the specific heat of the water, the sand gets hotter during the day, and the air on the sand rises, which lowers the air pressure, causing high air pressure to blow toward the land. Likewise, at night, the air on the sand becomes colder than water, so the air on the sand at high atmospheric pressure blows toward the sea.",816.0,"844,0,0,0,,,"
817,817,This is because of the difference in density between air on land and air on the sea.,817.0,"845,0,0,0,,,"
818,818,"Because of the temperature difference between the sea and the land,",818.0,"846,0,0,0,,,"
819,819,This is because air moves from high pressure to low pressure.,819.0,"847,0,0,0,,,"
820,820,The heat of the water causes a temperature difference with the land.,820.0,"848,0,0,0,,,"
821,821,the difference between sea and land temperature,821.0,"849,0,1,0,,,"
822,822,"The specific heat difference between water and sand causes a difference in air temperature, and the air pressure is relatively low on the high temperature side, and the air pressure is relatively high on the low temperature side, so the wind blows from the high pressure to the low temperature.",822.0,"850,0,1,0,,,"
823,823,"This is because the temperature difference between seawater and sand occurs due to the difference in the specific heat of the air, forming high pressure on the cold side, and blowing wind from high pressure to low pressure.",823.0,"851,1,0,0,,,"
824,824,This is because air pressure occurs from a high to a low place with a high front force,824.0,"852,1,0,0,,,"
825,825,"The air distributed near the sandy beach, which is hotter than seawater, heats up away from the surface, generates upward airflow, and forms a low pressure, and the air distributed below moves to the land with relatively low air pressure to generate wind.",825.0,"853,1,0,0,,,"
826,826,It is because of the difference in air pressure.,826.0,"854,0,0,0,,,"
827,827,"The specific heat of seawater and sand is different, so the hot air on the land side rises due to the temperature difference between the continent and the sea water, and the atmosphere on the sea side comes toward the land.",827.0,"855,0,0,0,,,"
828,828,"Because the wind blows due to the temperature difference,",828.0,"856,0,1,0,,,"
829,829,"This is because the temperature of the sandy beach and the seawater is different, so there is a difference in air pressure.",829.0,"857,0,1,0,,,"
830,830,"During the day, the sand on the sandy beach has a lower specific heat, so the temperature of the beach is higher and the sea water is relatively lower, so the rising air stream forms on the beach, blowing wind from the sea to the sand at night.",830.0,"858,0,1,0,,,"
831,831,This is because the air pressure is higher.,831.0,"859,1,1,0,,,"
832,832,"During the day, the air on the heated sandy beach rises upward and becomes low pressure, and the air in the relatively cold sea moves to fill the insufficient air on the land, blowing wind and blowing wind at night.",832.0,"860,0,0,1,,,"
833,833,The earth is round.,833.0,"861,0,1,0,,,"
834,834,"Winds are generated in the process of air circulation due to the generation of rising and falling air currents, which are caused by temperature differences between the sea and the land.",834.0,"862,1,0,0,,,"
835,835,"The difference in air pressure is caused by the temperature difference between the sea and the land, and the wind blows.",835.0,"863,1,1,1,,,"
836,836,on one's rotation,836.0,"864,0,1,0,,,"
837,837,I don't know.,837.0,"865,1,1,0,,,"
838,838,I don't know.,838.0,"866,0,0,0,,,"
839,839,Cold temperatures on the beach and warm temperatures on the sand,839.0,"867,0,0,0,,,"
840,840,.,840.0,"868,0,1,0,,,869,0,0,0,,,"
841,841,This is because of the difference in air pressure between the land and the sea.,841.0,"870,0,0,0,,,"
842,842,This is because there is a temperature difference between the sea and the land.,842.0,"871,0,0,0,,,"
843,843,"""If the temperature of the land and the sea is different, the air pressure changes. But the air moves from high air pressure to low air pressure",843.0,"872,0,0,0,,,"
844,844,"That's what happens""I'm genius😶""",844.0,"873,0,0,1,,,"
845,845,due to convection,845.0,"874,0,1,0,,,"
846,846,The water is cold,846.0,"875,0,0,1,,,"
847,847,"Sand beaches and water have different specific heat, which is the amount of heat required to raise 1g of substance by 1 degree Celsius. The water has a higher specific heat than the sandy beach, which means that the amount of heat required to raise the water by one degree is greater than the amount of heat required to raise the sandy beach by one degree. In short, even if water and sand are heated in the same amount of heat, water is heated slower than sand. And in other words, if water and sand are heated to the same temperature, water cools slower than sand. So the sandy beach is hotter than the sea water during the day and the sandy beach is colder than the sea at night. The reason for the wind is because of the difference in air pressure, and the air in the hot place is about to rise, but when the air rises, there is space and air enters from the relatively cold surroundings to fill it. This condition is called high pressure. And the opposite situation is called low pressure. Therefore, the air blows from low pressure to high pressure. If high pressure occurs in hot places and low pressure occurs in cold places, wind moves from the relatively cold sea to the relatively hot land during the day, and air moves from the relatively cold sea to the relatively hot sea during the day.",847.0,"876,0,0,0,,,"
848,848,It's cool when it's windy,848.0,"877,0,1,0,,,"
849,849,"Due to convection,",849.0,"878,0,1,0,,,"
850,850,Sea boars have high air pressure on the land,850.0,"879,1,1,0,,,"
851,851,a barometric difference,851.0,"880,0,0,0,,,"
852,852,The problem is strange,852.0,"881,0,0,0,,,"
853,853,"Because the specific heat of the sandy beach and the sea is different, there is a difference in pressure, so wind is formed.",853.0,"882,0,1,1,,,"
854,854,Hah!,854.0,"883,0,1,0,,,"
855,855,"The temperature of the sea and sand is different, so the air moves from a cool place to a hot place.",855.0,"884,0,0,0,,,"
856,856,I don't understand.,856.0,"885,0,1,0,,,"
857,857,It is because the wind blows from the land.,857.0,"886,0,0,0,,,"
858,858,It is because the wind blows from the land.,858.0,"887,0,1,0,,,"
859,859,I don't understand.,859.0,"888,1,0,1,,,"
860,860,"The temperature of the sand cools faster than the temperature of the sea, causing the wind to blow from the sea toward the beach",860.0,"889,0,0,0,,,"
861,861,at a drop in temperature,861.0,"890,0,1,0,,,"
862,862,at a drop in temperature,862.0,"891,1,0,0,,,"
863,863,There's a difference in air pressure,863.0,"892,1,0,0,,,"
864,864,Winds are caused by movement from high pressure to low pressure and temperature differences.,864.0,"893,1,1,0,,,"
865,865,Differences in temperature and pressure between land and sea,865.0,"894,0,1,0,,,"
866,866,k,866.0,"895,0,1,0,,,"
867,867,I don't know.,867.0,"896,0,0,1,,,"
868,868,It's because of the temperature difference,868.0,"897,0,0,0,,,"
869,869,a difference in temperature difference,869.0,"898,1,0,0,,,899,0,0,1,,,"
870,870,It is because of the temperature difference between the sandy beach and the sea water.,870.0,"900,0,0,1,,,"
871,871,"Due to the temperature difference, hot air rises on the sandy beach, and the air in the sea is windy because of the movement of air to fill up",871.0,"901,0,1,0,,,"
872,872,due to the difference in specific heat,872.0,"902,1,1,0,,,"
873,873,It is because of the temperature difference between land and sea.,873.0,"903,0,0,0,,,"
874,874,"High temperature air comes up and low air comes down, so wind is generated in the process.",874.0,"904,0,1,1,,,"
875,875,The difference in specific heat between the land and the sea -> the temperature difference -> the wind boomed due to the difference in air pressure,875.0,"905,0,1,0,,,"
876,876,Because of the temperature difference between the beach and the sandy beach,876.0,"906,0,0,1,,,"
877,877,This is because air moves from high pressure to low pressure due to temperature differences,877.0,"907,0,0,0,,,"
878,878,"During the day, the land is hotter than the sea, and at night, the sea is hotter than the land",878.0,"908,0,0,0,,,"
879,879,.,879.0,"909,1,1,0,,,"
880,880,It is because of the temperature difference between the sandy beach and the sea water.,880.0,"910,1,1,0,,,"
881,881,Because the flow of air.,881.0,"911,0,0,0,,,"
882,882,.,882.0,"912,0,0,0,,,"
883,883,I don't know.,883.0,"913,0,0,0,,,"
884,884,A land breeze and sea breeze.,884.0,"914,1,0,0,,,"
885,885,The specific heat of water.,885.0,"915,0,0,0,,,"
886,886,Because of the land and sea temperature differences.,886.0,"916,0,0,0,,,"
887,887,"At the beach is a high water, land more slowly than hot.",887.0,"917,0,0,0,,,"
888,888,Angistri to Mochi,888.0,"918,0,0,0,,,"
889,889,The temperature is higher than the land of the sea.,889.0,"919,0,0,0,,,"
890,890,온도차때문에Wind moves from high pressure to low pressure,890.0,"920,0,0,0,,,"
891,891,"""In the daytime, the land is warmer than the sea",891.0,"921,0,0,0,,,"
892,892,"""At night, the ocean is hotter than the land.""",892.0,"922,0,0,0,,,"
893,893,a sea breeze,893.0,"923,1,0,0,,,"
