,Unnamed: 0,"5. If you observe conch, the shape of conch shell is slightly different. A conch that lives in a place with strong currents has developed horns on its shell, so it is not easily washed away by water, but a conch that lives in a place where the current is not strong has no horns on its shell. What is the reason?",Unnamed: 0,", q60_current, by q60_environment, by q60_environment"
593,593,"Sora living in high-flow areas should be prevented from being pushed away by increasing their resistance to water, but Sora living in uncounted areas do not have to, so they exist in a form suitable for the environment.Living things adapt to their environment in order to survive. That's why conch living in places with weak currents has little risk of leaving, while conch living in places with strong currents has a high risk of leaving, so horns have developed to prevent this and fix it to the ground to withstand strong currents.",593.0,"613,0,0,1"
594,594,"""The reason why the shell of a conch is sharp is because of the shell facing the current",594.0,"614,1,0,0"
595,595,"This is to reduce the surface area so that it receives less resistance. But the conch in a place where the current is weak,",595.0,"615,0,0,0"
596,596,"Even if the skin is not sharp, it doesn't float away easily, so the skin doesn't have to go in a sharp direction",596.0,"616,1,0,0"
597,597,"It doesn't evolve.""",597.0,"617,1,0,0"
598,598,"The conch originally had different shapes for each individual. There must have been horny conch and hornless conch everywhere. However, over time, only horned conch survived in places with strong currents, and only hornless conch survived in places with weak currents, and the genotypes of this shape were passed down to descendants, leading to this division today.",598.0,"618,1,0,0"
599,599,"""In the beginning, there must have been some cows with developed horns on their shells, whether they were those with strong currents or those with weak currents. However, the number of conch without horns on its shell would have decreased due to its disadvantage in survival because it was easily washed away by water, which has a strong current, and conch with developed horns would have survived for a long time.",599.0,"619,0,0,1"
600,600,"This is because it has adapted to the most suitable form depending on the environment.""",600.0,"620,1,0,0"
601,601,"In places with strong currents, conch is easy to fall off even if it is attached to a rock.The change in the shell shape of a conch is also said to have changed to the most suitable condition to survive by adapting to the environment, but the reason why the shape of the shell is horny in a place with strong currents is to withstand the current better by being caught between rocks.However, in places where the current is weak, it is not horny because it does not have to be.",601.0,"621,1,0,0"
602,602,"The reason why each conch looks different is that it has been grown in a different environment. In places where the current is strong, the horn is developed so that oxygen does not easily drift away, but there is no reason to have horns because it is rare for a cow to drift away in places where the current is not strong.",602.0,"622,0,0,0"
603,603,The horn interferes with the flow of water,603.0,"623,1,0,0"
604,604,It's because of erosion.,604.0,"624,1,0,0"
605,605,"The place where the current is affected by the current changes to be smooth, and the place where the current is weak is relatively soft",605.0,"625,1,0,0"
606,606,Cows with strong currents have evolved to suit each environment.,606.0,"626,0,0,0"
607,607,"This is because in places where the current is strong, the conch has to anchor itself somewhere.",607.0,"627,0,0,0"
608,608,"On the other hand, it is not necessary to fix it in places where the current is weak.""",608.0,"628,1,0,0629,1,0,0"
609,609,It's supposed to be on the ground so it doesn't float away,609.0,"630,0,0,1"
610,610,This is because conch in a place with strong currents changed its appearance in the environment and formed horns.,610.0,"631,1,0,0"
611,611,"This is because in places where the current is strong, the conch has to fix itself somewhere. On the other hand, in places where the current is weak, the conch does not have to fix itself.",611.0,"632,1,0,0"
612,612,This is because the current is weak and there is no need to drift away.,612.0,"633,1,0,0"
613,613,"""It is modified to live in accordance with the environment, whether it is a hermit crab with a strong current or a hermit crab with a weak water",613.0,"634,1,0,0"
614,614,"""",614.0,"635,0,0,1"
615,615,"The conch in the place where the current is strong is fixed to the ground and does not float away, but the conch in the place where the current is weak does not have horns because it does not float well without them.",615.0,"636,1,0,1"
616,616,Because we live in different places,616.0,"637,1,0,0"
617,617,"If the current is strong, conch can be swept away by the water and go downstream of the river, but if there is a horn, it is caught in the surrounding terrain and does not move well. If the current is weak, the horn is not necessary because it is not swept away by the water.",617.0,"638,1,0,0"
618,618,Because of the erosion caused by water,618.0,"639,1,0,0"
619,619,This is because they evolve differently depending on the environment in which they live.,619.0,"640,1,0,0"
620,620,I don't know.,620.0,"641,0,0,0"
621,621,"Since conch should be attached well to places with strong currents, horn development and weak currents are fine.",621.0,"642,1,0,0"
622,622,"If the current is strong, the skin must be strong to live, and if the current is weak, the skin can live even if the skin is weak.",622.0,"643,1,0,0"
623,623,"Zada's erosion occurred, and the swells in the strong current were cut by the current.",623.0,"644,1,0,0"
624,624,"Water can cut stone in half. A place with a strong current like this has a strong water strength, making it a shape of a conch. On the other hand, if the current is weak, it looks like this to conch",624.0,"645,0,0,1"
625,625,"The conch in the place where the current is strong is made to prevent it from being washed away by a powerful current, but the conch in the place where the current is weak is not washed away by the current, so there is no need for the horn to develop.",625.0,"646,0,1,0"
626,626,"It's because it's fixed on the floor in a place where the current is strong, so that it can reproduce without being easily",626.0,"647,0,0,1"
627,627,The conch in the strong current seems to be the result of adapting the conch not to be swept away by the current.,627.0,"648,0,1,1"
628,628,This is because conch living in a place with strong currents adapted through its horns.,628.0,"649,1,0,0"
629,629,This is because the horns that provide resistance can withstand the current.,629.0,"650,0,0,1"
630,630,"Sora, which lives in a place with strong currents, developed horns to adapt to the environment, and they were naturally selected and divided into two shapes.",630.0,"651,1,0,0"
631,631,"Even if I don't have horns, I don't get washed away",631.0,"652,0,0,1"
632,632,I want to grow strong,632.0,"653,0,0,1"
633,633,The place where the current is strong has developed horns to fix it to the ground so that it does not drift away.,633.0,"654,0,0,0"
634,634,in order to be fixed to the ground,634.0,"655,1,0,0"
635,635,The current is too weak to float away,635.0,"656,0,0,1"
636,636,"When the current is strong, the horn develops, increasing the friction with the floor, making it easy to not drift away. This is adapted to the environment in which Sora lives.",636.0,"657,1,0,0"
637,637,To use the current to float away,637.0,"658,1,0,0659,0,0,1"
638,638,"If you have a horn, you will get caught anywhere, so the probability of drifting away will be reduced.",638.0,"660,0,1,0"
639,639,ability to adapt to surroundings,639.0,"661,1,0,0"
640,640,To increase the resistance to the current,640.0,"662,1,0,0"
641,641,.,641.0,"663,0,0,0"
642,642,It is to fix yourself from the ground through the horns.,642.0,"664,1,0,0"
643,643,The horns are developed to prevent them from being swept away.,643.0,"665,1,0,0"
644,644,"The conch in the place where the current is strong is developed so that it does not get swept over other places, but it seems that conch did not develop such horns because it is not easily swept in places where the current is weak.",644.0,"666,0,0,0"
645,645,"When we observe an object, we can observe the object adapted to the environment because the object that has been mutated to suit the environment survives and the object that does not.",645.0,"667,0,0,0"
646,646,"If there is a bump, it is swept away by the current and prevents the conch from drifting away",646.0,"668,1,0,0"
647,647,"If there's no horn in a strong current, the current will float away",647.0,"669,1,0,0"
648,648,The current isn't strong,648.0,"670,0,0,0"
649,649,You need a horn to ask the floor without drifting away.,649.0,"671,0,1,0"
650,650,"This is because the horn has a larger surface area and the friction is greater, so it does not get swept away from the strong current.",650.0,"672,0,0,1"
651,651,It evolves to have horns on the shell and does not easily float away by reducing the surface area directly receiving strong currents.,651.0,"673,0,0,0"
652,652,I don't need it,652.0,"674,1,0,0"
653,653,It's easy to move on its own,653.0,"675,0,0,1"
654,654,Fix it so that it does not get swept away by the current through the horns.,654.0,"676,0,0,0"
655,655,You don't have to worry about being washed away,655.0,"677,0,0,1"
656,656,"They evolved in different environments, so they differ in form",656.0,"678,1,0,0"
657,657,"Due to adaptation and evolution, conch horns in places with strong currents will not be floated away, and conchs in places with weak currents will not be floated away, so horns will not be developed.",657.0,"679,0,0,1"
658,658,Increase the resistance of the current so that it doesn't drift away easily,658.0,"680,1,0,0"
659,659,The horn has evolved to prevent conch living in high-flow areas from being washed away by the current.,659.0,"681,0,0,1"
660,660,"The current is not strong and does not float away, so there is no need.",660.0,"682,1,0,1"
661,661,It's evolved to suit the environment,661.0,"683,1,0,1"
662,662,"Sora, which lives in a place with a strong current, has horns that do not float away and do not need horns where the current is not strong. In other words, this trait appears because it evolves into a form suitable for the environment in which the creature is placed.",662.0,"684,1,0,0"
663,663,Don't sink your horn into the ground and float away,663.0,"685,1,0,0"
664,664,"When horns develop, currents pass through the horns and do not drift away.",664.0,"686,1,0,1"
665,665,"Even if there is a horn in the place where the current is weak, it does not float well compared to the conch in the place where the current is strong, so it has evolved to have no horn",665.0,"687,1,0,0"
666,666,"Strong currents are supported by horns, but weak ones are not needed.",666.0,"688,1,0,0689,1,0,0"
667,667,"Because the current is not strong, the horn did not develop.",667.0,"690,0,0,0"
668,668,It seems that the horns are developed to avoid being pushed by the current.,668.0,"691,1,0,0"
669,669,"The current is weak, so it won't float away well, and you don't need to have horns.",669.0,"692,1,0,0"
670,670,There's no need to drift on the current,670.0,"693,1,0,0"
671,671,This is because each person has evolved to suit the environment.,671.0,"694,1,0,0"
672,672,"Because the current keeps cutting down the shell of conch, horns are formed.",672.0,"695,1,0,0"
673,673,It's for conch to adapt to the environment.,673.0,"696,0,0,1"
674,674,Adjusted to the environment,674.0,"697,0,0,1"
675,675,"Where the current is weak, the need to resist it decreases.",675.0,"698,1,0,0"
676,676,To protect yourself or to change depending on the environment you live in?,676.0,"699,1,0,0"
677,677,"In places with strong currents, you need conch to fix yourself, but in places with weak currents, you don't need to fix yourself, so you don't seem to have horns",677.0,"700,0,0,0"
678,678,Because each creature adapts to its habitat and evolves.,678.0,"701,0,0,1"
679,679,They adapt to different environments,679.0,"702,0,0,1"
680,680,A conch with a strong current is made of horns so that the current does not get caught in its shell too much,680.0,"703,0,0,1"
681,681,It is rarely easily swept away by the current.,681.0,"704,1,0,0"
682,682,This phenomenon occurred because living things change easily and evolve according to their surroundings.,682.0,"705,1,0,0"
683,683,"Sora living in places with strong currents developed horns to avoid being swept away by the current, but Sora in places with weak currents did not develop horns because they were less likely to be swept away by the current.",683.0,"706,0,0,0"
684,684,It is to develop rake-like horns so that they do not drift away from the current and stay well attached to the ground.,684.0,"707,1,0,0"
685,685,This is because living things appear differently to adapt to the environment depending on the environment.,685.0,"708,0,0,0"
686,686,under water,686.0,"709,1,0,0"
687,687,"When the current is strong, it is heavily influenced by the current and has horns.",687.0,"710,1,0,0"
688,688,"When the current is strong, it can be washed away, so the horns fix it.",688.0,"711,0,0,0"
689,689,I don't know.,689.0,"712,0,0,0"
690,690,Sora in places with strong currents developed horns because they should not be pushed by the current.,690.0,"713,1,0,0"
691,691,"Sora with strong currents should hold out, but those with weak currents don't have to hold out too hard",691.0,"714,1,0,0"
692,692,"The current isn't strong, so I don't need hornsTo protect yourself",692.0,"715,1,0,0"
693,693,This is because places where the current is not strong are not easily washed away by water.,693.0,"716,0,0,0"
694,694,It is not easy to drift away because the current is weak.,694.0,"717,0,0,0"
695,695,"This is because the current is not strong, so horns are not necessary.",695.0,"718,0,1,0719,1,0,0"
696,696,"When the current is strong, there are many waves, so there are many horns, and in places where the current is weak, there are few waves, so there are no horns.",696.0,"720,1,0,0"
697,697,They evolved according to the landscape of the habitat,697.0,"721,0,0,1"
698,698,.,698.0,"722,1,0,0"
699,699,It is okay without horns because there is no need to drift away in a place with strong currents.,699.0,"723,0,0,1"
700,700,"Living in an environment with strong currents, it seems to have evolved to suit the environment.",700.0,"724,0,0,1"
701,701,Increase friction.,701.0,"725,1,0,1"
702,702,This is because they adapted in an appropriate form according to the difference in the environment,702.0,"726,1,0,0"
703,703,"In places with strong currents, it is easy to float away in water, so you should fix the shell of conch on the floor or rock with horns, but if the current is weak, it is rare to float away in water, so there is no need for horns in the shell of conch with weak currents.",703.0,"727,0,0,0"
704,704,"The conch, which lives in a high-flowing place, adapts to it and changes to suit its environment and does not drift away easily",704.0,"728,0,0,1"
705,705,"Sora living in places with strong currents developed horns to avoid being washed away by water, and Sora in places with weak currents did not develop horns because they were not enough to be washed away by water.",705.0,"729,1,0,1"
706,706,"Sora live in the same place as rocks, but if the current is strong, the current must be weakened to continue in the place where the conch was originally attached. Therefore, conch living in places with strong currents developed horns on its shell to weaken the current, and conch living in places with weak currents did not develop horns on its shell because it did not need to weaken the current. In other words, it has evolved and lived in a form suitable for the habitat environment.",706.0,"730,0,0,0"
707,707,"The shape changed according to the current of each place. In places with strong currents, horns have been developed to avoid drifting away. This is because in places where the current is weak, there is no need to drift away even if the horn is not developed.",707.0,"731,0,1,0"
708,708,It's smooth because you don't have to try to hold out in places where the current is weak. This is because it lives in a different environment from conch with developed horns.,708.0,"732,1,0,0"
709,709,"Sora in places with strong currents will have horns to be well spread over the ground or other rocks around them in order not to be washed away, and Sora in places with weak currents will not have horns because they do not have to be spread over them.",709.0,"733,0,0,0"
710,710,"""The conch of the strong current is adapted accordingly so as not to be washed away by water",710.0,"734,1,0,0"
711,711,"On the other hand, conchs in places with weak currents are adapted accordingly because they do not have to be washed away by water",711.0,"735,1,0,0"
712,712,"Sora lives mostly on rocks. However, because it is difficult to stick to the rock when the current is strong, the horn of the shell was developed to prevent it from drifting away, increasing the adsorption power. The horn of the shell is relatively small because conch in places where the current is weak is less likely to drift away even if it is not necessary to use the horn of the shell is relatively small. This can be seen as an example of a creature's evolution to suit its surroundings.",712.0,"736,1,0,0"
713,713,"The conch in a place with a strong current is made of horns to prevent it from being washed away by water. In other words, horns were created to protect themselves and adapt to the environment. On the other hand, conchs in places with weak currents do not float well, so they live without making horns.",713.0,"737,1,0,0"
714,714,"When the horn of a cow with a strong current develops, it can be caught by the horn and not easily floated into the water. This conch evolved in the direction of developing horns to avoid being washed away by water. On the other hand, conch in places with weak currents does not have horns because it does not have to develop horns.",714.0,"738,0,0,1"
715,715,"Sora living in places with strong currents developed horns to survive in places with strong currents, but Sora in places with weak currents did not develop horns because they could survive without them being carried away by water.",715.0,"739,0,0,1"
716,716,"In places with strong currents, horns were formed by strong currents, and in places with weak currents, horns were not formed by weak currents.",716.0,"740,0,0,0"
717,717,"In places where the current is weak, you don't have to worry about the conch being washed away, so you don't have to develop horns.",717.0,"741,1,0,0"
718,718,"Because of the difference in environment, it can be swept away in places with strong currents, so the horn of the cow in places with strong currents has been developed.",718.0,"742,0,0,0"
719,719,"It is said that the conch in the place where the current is strong has horns so that it does not drift easily into the water. On the contrary, conch in places where the current is weak is less likely to drift away if the current is weak, so the shell has no horns. In other words, this difference is the difference created by the surrounding environment.",719.0,"743,1,0,0"
720,720,"If you look at creatures so far, you can see a lot of changes in their original form by adapting to their environment. So I think Sora would do the same. If the current is strong, the horn has developed in the shell so that it does not float well to survive. In places where the current is not strong, the risk of drifting is not high, so there is no horn. I think this is all determined by the viability.",720.0,"744,0,1,0"
721,721,"As the current is strong, the objects in it move easily. However, if the conch moves due to external factors, it is disadvantageous in breeding. The horn does not have to be developed because the cow in the place where the current is weak does not move well due to external factors, but the horn in the place where the current is strong must be developed for fixing. Therefore, horned conch evolved to survive.",721.0,"745,0,0,1"
722,722,"In order to survive in high-flow areas, conchs may have evolved to suit the environment.",722.0,"746,1,0,0"
723,723,"The conch in the place with strong currents has changed its characteristics to suit the environment there for survival, and the conch in the place with weak currents has not changed. According to the theory of uselessness, living things develop over generation, and organs that do not develop gradually deteriorate.",723.0,"747,0,0,1"
724,724,to have horns so that they can be easily embedded,724.0,"748,0,0,1749,0,0,0"
725,725,"If the current is strong, it's going to drift away, so I don't want to drift away",725.0,"750,0,0,1"
726,726,I don't know.,726.0,"751,0,1,0"
727,727,The appearance of the conch in the strong current has become stronger because it has to adapt to the environment.,727.0,"752,0,1,0"
728,728,It has evolved to adapt to the environment.,728.0,"753,0,0,1"
729,729,Evolution,729.0,"754,1,0,0"
730,730,"You need horns because you have to withstand the current, and you don't have to endure weak parts.",730.0,"755,0,0,0"
731,731,This is because the current is not strong and does not get swept away by the water.,731.0,"756,0,0,0"
732,732,I don't know.,732.0,"757,0,0,1"
733,733,The shape changed as conch adapted to its habitat.,733.0,"758,0,0,1"
734,734,for that reason,734.0,"759,1,0,0"
735,735,Not to get swept away by the water,735.0,"760,1,0,0"
736,736,"If the current is strong, it must be strongly attached to the stone, so it has horns, and there is no need to be strong where the current is weak",736.0,"761,1,0,0"
737,737,It's like a breakwater. It's like a water shield,737.0,"762,1,0,0"
738,738,I know...,738.0,"763,1,0,0"
739,739,This is because you have to endure it in a place where the current is strong.,739.0,"764,0,0,0"
740,740,It was changed to adapt to the environment,740.0,"765,1,0,0"
741,741,You don't have to endure it because you don't get washed away easily,741.0,"766,1,0,0"
742,742,I think I have a stronger shell because I have to live harder and harder for the current to be strong.,742.0,"767,0,0,0"
743,743,"No, no, no. No, no, no",743.0,"768,0,0,0"
744,744,"I think it's similar to weathering. The shape, strength, and waves of the waves are affected by the shape and breaking of conch. So the shape is different.",744.0,"769,1,0,0"
745,745,Because you need the power to hold the conch so that it doesn't drift away,745.0,"770,1,0,0"
746,746,"If the rice is strong, to fix it with a horn,",746.0,"771,1,0,0"
747,747,Living has changed to adapt to the environment.,747.0,"772,1,0,0"
748,748,"You need to fix it if the current is strong, but if the current is weak, you don't have to fix it well",748.0,"773,0,0,0"
749,749,"The conch of the strong current evolved by developing horns to survive in its environment, and the conch of the weak current did not evolve",749.0,"774,0,0,1"
750,750,It evolved over time to suit your situation,750.0,"775,1,0,0"
751,751,"If the current is strong, you have to endure where you are and it must be hard because you bump into it, but you don't have to do that because the current is weak Because it evolves according to the characteristics of the region.",751.0,"776,0,0,0"
752,752,"The current is weak, so I get less resistance",752.0,"777,1,0,0"
753,753,"It's dangerous where the current is high, so you want to protect yourself",753.0,"778,0,0,1779,1,0,0"
754,754,Because living things develop themselves through the living environment,754.0,"780,0,1,0"
755,755,"Life evolves according to the environment in which they live. In order not to drift away, horns are developed in places with strong currents, and in places with weak currents, horns do not need to be developed, so they are less developed.",755.0,"781,1,0,0"
756,756,It's because it grows differently depending on the surroundings,756.0,"782,0,1,0"
757,757,Because of erosion.,757.0,"783,1,0,0"
758,758,I think he's got a horn to keep him from where he is,758.0,"784,0,0,1"
759,759,"When the current is strong, the water hits the conch, so there is a horn to prevent it, and when the current is weak, the water flows quietly, so there is no horn.",759.0,"785,0,1,0"
760,760,"It is okay if the shape of the shell is soft because the water is weak, but the shell of the shell is not easily washed away by making horn or lumpy things on the shell of the conch because there is a high risk of being washed away.",760.0,"786,1,0,0"
761,761,"The place with strong current has horns so that it doesn't float well by inserting horns on the floor, but the conch where the current is weak has no horns because it doesn't float well because the current is weak",761.0,"787,1,0,0"
762,762,The strong current has horns to keep it from drifting away,762.0,"788,1,0,0"
763,763,"If there is a horn, it is caught between the sea and does not move well, but if there is no horn, there is nothing to fix, so it is easy to drift away.",763.0,"789,1,0,0"
764,764,This is because living things evolve to suit the environment and change into a form that is advantageous for survival.,764.0,"790,0,1,0"
765,765,Life evolves just like the environment,765.0,"791,1,0,0"
766,766,The reason why conch shells are different is that they live in different places.,766.0,"792,1,0,0"
767,767,"This is because you rarely have to float away in places where the current is weak, so you don't have to support yourself anywhere else",767.0,"793,0,0,0"
768,768,"The current is weak, so there is no need for horns to develop.",768.0,"794,1,0,0"
769,769,It's because the current doesn't really float in places where the current isn't strong,769.0,"795,1,0,0"
770,770,It's because the cow in the strong current was cut off by the strong water,770.0,"796,1,0,0"
771,771,The theory of natural selection is used as if a giraffe with a long neck survives because it can eat the fruit,771.0,"797,0,0,0"
772,772,There's no reason to be washed away by the current,772.0,"798,0,1,0"
773,773,"It is a creature of the same species, but it evolves and degenerates according to its environment",773.0,"799,0,0,1"
774,774,The shape is different to adapt to the environment,774.0,"800,0,0,1"
775,775,I don't know.,775.0,"801,0,0,0"
776,776,This is because conchs are properly modified to survive.,776.0,"802,1,0,0"
777,777,"It's because if the current is strong, the erosion is severe",777.0,"803,0,0,1"
778,778,"The current was not strong, so the shell was not peeled.",778.0,"804,0,0,0"
779,779,"As you adapt to the environment, it changes to a suitable form.",779.0,"805,0,0,1"
780,780,It's because it's not easy to drift away,780.0,"806,0,0,0"
781,781,This is because the habitat environment is different.,781.0,"807,0,0,0"
782,782,"The current is strong, so I'm going to put horns on the ground",782.0,"808,0,0,1809,0,0,1"
783,783,It's because of the adaptability of living things to the environment,783.0,"810,0,0,0"
784,784,"Sora in places with strong currents has horns adapted to the environment, and Sora living in places without strong currents can sleep without horns.",784.0,"811,0,0,0"
785,785,"This is because in places with strong currents, water is dispersed with horns to prevent conch from slipping out.",785.0,"812,1,0,0"
786,786,"The current is weak, so it doesn't float, so it doesn't have horns.",786.0,"813,1,0,0"
787,787,It's because it doesn't float away without horns,787.0,"814,0,0,0"
788,788,It seems that there is a horn called a cow in a place with strong currents to hold the surroundings with horns so that it does not to be swept away by strong currents.,788.0,"815,0,0,0"
789,789,"Sora in a place with strong currents has developed horns to avoid drifting away, but there is no horn because the probability of drifting away is low where the current is rough. There is a need for each other and there is no need for each other.",789.0,"816,1,0,0"
790,790,That's true,790.0,"817,0,0,0"
791,791,"There are horns so that they don't drift away from the strong current.This is because when horns develop, they get caught in places with strong currents and are not easily swept away",791.0,"818,0,0,1"
792,792,I don't understand.,792.0,"819,1,0,0"
793,793,I don't know,793.0,"820,1,0,0"
794,794,You don't have to hold onto the water where the current is weak,794.0,"821,1,0,0"
795,795,"It is because there are horn of conch in order not to be washed away easily, and where the current is weak, it does not float well even if there are no horns",795.0,"822,0,0,0"
796,796,There is something like a foot to avoid being washed away by the water easily.,796.0,"823,0,0,0"
797,797,"If you live in a place with a strong current, it is to live so that you don't drift away, and it looks smooth because it doesn't float easily in a place with a strong current.",797.0,"824,1,0,0"
798,798,"The current is weak, so you don't have to stay still",798.0,"825,1,0,0"
799,799,It's because it changed to suit the environment,799.0,"826,1,0,0"
800,800,"In order not to be swept away by the current, there is a horn called a cow where the current is strong.",800.0,"827,0,0,0"
801,801,Because I like to float around.,801.0,"828,0,0,0"
802,802,Because it uses its horns to withstand the current,802.0,"829,0,0,0"
803,803,Because the conch developed according to the environment in which it grew,803.0,"830,0,0,1"
804,804,So that it doesn't get swept away,804.0,"831,1,0,0"
805,805,against the current,805.0,"832,0,0,0"
806,806,"This is because in places with strong currents, conch adapts to the environment so that it does not float away.",806.0,"833,0,0,0"
807,807,The horn was cut off by the current,807.0,"834,1,0,0"
808,808,"To withstand the power of the waves,",808.0,"835,,,"
809,809,"Living environment is different, so each person adjusted to the environment and changed",809.0,"836,,,"
810,810,Strong currents corrode because they run around and get hit,810.0,"837,49.6%,11.1%,20.4%"
811,811,"This is because cows in places with strong currents have horns so that they do not drift away easily because they adapt to the high-flow environment, and cows in places with weak products do not float well without horns.",,
812,812,To increase the probability of holding horns on the ground,,
813,813,"Even if you don't have horns, there's less chance that you'll drift away",,
814,814,To withstand the current,,
815,815,"""Because if the current is strong, it's perfect",,
816,816,"""",,
817,817,To avoid drifting away from the high current,,
818,818,"In the process of evolution, cows with strong currents easily drift away in water, so they should be fixed on the floor using horns to prevent them from drifting away, but cows with weak currents do not need to.",,
819,819,residence,,
820,820,"In places with strong currents, there are horns to fix the body, but in places with weak currents, there is no reason to fix them, so they are not horny.",,
821,821,You don't need a horn because you don't drift away on the current,,
822,822,"It's a shell horn that prevents it from being washed away by the current, but where the current is weak, you don't need a horn",,
823,823,Don't know,,
824,824,"In places where the current is weak, you can live well without breaking the shell without horns",,
825,825,It is because it has evolved to adapt to the environment,,
826,826,The shape is different to adapt to the surrounding environment,,
827,827,"""Because the horn of the shell plays a role in living in a high-flowing place.""",,
828,828,"It can be inferred.""",,
829,829,This is because there are relatively few things to be washed away by the current.,,
830,830,All living things adapt to their environment,,
831,831,I don't know,,
832,832,The environment is different,,
833,833,It's sharp,,
834,834,This is because the current changes the shape of the conch horn.,,
835,835,in order to adapt to the environment,,
836,836,It changes with environmental conditions suitable for it,,
837,837,M and D,,
838,838,I don't understand.,,
839,839,"It has horns so that it doesn't get washed away by the current, and where the current is weak, it doesn't have to be.",,
840,840,"In places where the current is strong, it prevents the current from being pushed away and sticks to the ground with friction",,
841,841,It tastes different,,
842,842,I was so excited to see Aoi Sora,,
843,843,Not to get swept away by the current,,
844,844,"Because there are things that you need for the environment, and there is nothing that you don'",,
845,845,It's changed by adapting to your environment and making it easier to live in,,
846,846,"In high-flowing areas, horns have been formed to fix them so as not to drift away",,
847,847,Support the body with horns.,,
848,848,Don't let the current drift away,,
849,849,Mutation,,
850,850,You have to protect yourself from strong currents,,
851,851,"Where the current is strong, it is pointed to stay between rocks",,
852,852,"""If the current is strong, it is easy to sweep away, but if there is a horn in the shell of a conch, it gets caught somewhere and the chances of survival increase.",,
853,853,"Conversely, conchs in places with weak currents do not need horns because they do not get swept away.""",,
854,854,"In places where the current is strong, the horn has developed to avoid being pushed out of the waves, and in places where the current is weak, the horn has not developed because it is not pushed out by the waves.",,
855,855,e,,
856,856,"Where the current is strong, it has horns to protect it with its own shell",,
857,857,The conch in a strong place is an insider,,
858,858,This is because conch lived in different environments and evolved to suit the environment.,,
859,859,This is because conch in places with strong currents evolved to develop horns to avoid being washed away by water.,,
860,860,"This is because the water flows between the horns, weakening the power of the current",,
861,861,This is because conch in places where the current is weak does not have to withstand the pressure of water.,,
862,862,This is to not slide down the current.,,
863,863,Evaluation Only. Created with Aspose.Cells for Python via Java.Copyright 2003 - 2022 Aspose Pty Ltd.,,
