,Unnamed: 0,"3. Shipyards that build and repair huge ships must drag the repaired ships back to the sea. But the ship is too heavy to move easily. At this time, it can be easily moved by filling the boat with water. What principle did you use to move a ship by filling it with water? Describe the force that floats an object.",Unnamed: 0,", q58_Bootage, q58_Light"
709,709,"This is closely related to buoyancy. An object submerged in a fluid, such as water or air, receives a force from the fluid in an upward direction opposite to gravity, which is called buoyancy. Usually, if the difference between the water pressure that an object receives from the bottom and the water pressure from the top is greater than the gravity that the water bottle receives, the water bottle floats above the water. In the case of a ship, it is not subjected to water pressure from the top, but only from the bottom. If this water pressure is greater than the gravity the ship receives, the ship floats. Therefore, if you add water, the boat floats, so that the boat can move along the flow of water.",709.0,"733,1,0"
710,710,"Buoyancy is the force that allows an object to float in water or air. A force equal to the weight of water pushed by an object acts upward, allowing it to float as opposed to the weight of the object, and the magnitude of the buoyancy is equal to the magnitude of the weight of one object pushing water.",710.0,"734,1,0"
711,711,"""",711.0,"735,1,0"
712,712,"An object floats on the water because it receives buoyancy. Buoyancy will create a floating force that acts in the opposite direction to gravity, so it will be able to carry the ship with less force than moving the ship from the ground.",712.0,"736,0,0"
713,713,It is to use buoyancy to float a ship,713.0,"737,0,0"
714,714,buoyancy,714.0,"738,0,0"
715,715,the principle of buoyancy,715.0,"739,0,0"
716,716,the principle of buoyancy,716.0,"740,0,0"
717,717,buoyancy,717.0,"741,1,0"
718,718,Science,718.0,"742,0,0"
719,719,It can be easily transferred using buoyancy.,719.0,"743,1,0"
720,720,tidal difference,720.0,"744,0,0"
721,721,I don't know.,721.0,"745,0,0"
722,722,"If you put water around a heavy object, it creates buoyancy and can be easily moved.",722.0,"746,1,0"
723,723,"(Singing ""Looloolala"")",723.0,"747,1,0"
724,724,using buoyancy,724.0,"748,0,0749,0,0"
725,725,use buoyancy,725.0,"750,0,0"
726,726,We used the palace because the ship was aflame,726.0,"751,0,0"
727,727,A ship can easily be on the water.,727.0,"752,1,0"
728,728,I used buoyancy to float.,728.0,"753,1,0"
729,729,It moves with buoyancy.,729.0,"754,1,0"
730,730,be easy to carry by buoyancy,730.0,"755,1,0"
731,731,Fill the ship with water and remove it from the ground and move it easily,731.0,"756,0,0"
732,732,You can use buoyancy.,732.0,"757,1,0"
733,733,"When water is filled around the ship, friction between the ship and the ground decreases, making the ship move well. This makes it easier for the ship to move and move.",733.0,"758,1,0"
734,734,It's using buoyancy.,734.0,"759,0,0"
735,735,the principle of buoyancy,735.0,"760,1,0"
736,736,We used the principle of buoyancy.,736.0,"761,1,0"
737,737,The boat is floating in the water and can move easily,737.0,"762,1,0"
738,738,"Using buoyancy, he lifted a ship with a large base area",738.0,"763,0,0"
739,739,Use buoyancy to move a ship when it rises,739.0,"764,0,0"
740,740,use frictional force,740.0,"765,1,0"
741,741,It's using buoyancy.,741.0,"766,1,0"
742,742,The water is making him slippery,742.0,"767,0,0"
743,743,Water makes it easy for the ship to go by using the force of buoyancy.,743.0,"768,0,0"
744,744,"When submerged, buoyancy increases and floats well.",744.0,"769,1,0"
745,745,It is because buoyancy occurs when water meets the bottom of the ship,745.0,"770,0,0"
746,746,Use buoyancy.,746.0,"771,0,0"
747,747,floating power,747.0,"772,1,0"
748,748,"It has the property of floating matter when filled with water, so no matter how heavy a ship is, it can float with buoyancy.",748.0,"773,1,0"
749,749,This is because boats float easily using buoyancy.,749.0,"774,1,0"
750,750,"When I fill it with water, I get buoyancy and a boat rises",750.0,"775,0,1"
751,751,"The boat floats by the buoyancy of the water, so it fills the water and cuts it off",751.0,"776,1,0"
752,752,"When water is filled around, the water pushes the ship in the opposite direction of gravity, so gravity is offset, which is called buoyancy.",752.0,"777,0,0"
753,753,The boat floats in the water by buoyancy and can be easily moved along the flowing water.,753.0,"778,1,0779,0,0"
754,754,Hello,754.0,"780,1,0"
755,755,"A ship is a means of transportation to the sea, so it can be easily transported by filling it with water.",755.0,"781,0,0"
756,756,It is the principle that buoyancy works in liquids,756.0,"782,1,0"
757,757,Being on the water makes it easier to move objects than being on the ground.,757.0,"783,1,0"
758,758,This is because filling the surroundings with water increases buoyancy.,758.0,"784,1,0"
759,759,Principle of buoyancy: I know,759.0,"785,1,0"
760,760,"The boat is heavy in the water, just as it floats when a person enters the water",760.0,"786,0,0"
761,761,buoyancy,761.0,"787,1,0"
762,762,buoyancy,762.0,"788,1,0"
763,763,be strong in strength,763.0,"789,1,0"
764,764,I don't know.,764.0,"790,1,0"
765,765,"I'm not a science student, I don't know.",765.0,"791,1,0"
766,766,"Because ships are made of floating objects, they can be easily moved by filling them with water",766.0,"792,1,0"
767,767,buoyancy,767.0,"793,1,0"
768,768,It used the force of buoyancy.,768.0,"794,1,0"
769,769,used buoyancy,769.0,"795,1,0"
770,770,the principle of buoyancy,770.0,"796,1,0"
771,771,I don't know,771.0,"797,1,0"
772,772,to use buoyancy to lift an object,772.0,"798,1,0"
773,773,buoyancy,773.0,"799,0,0"
774,774,Use the buoyancy of the ship to make it lighter than water,774.0,"800,1,0"
775,775,the act of moving a ship using buoyancy,775.0,"801,1,0"
776,776,buoyancy,776.0,"802,1,0"
777,777,I think he used buoyancy!,777.0,"803,1,0"
778,778,I don't know,778.0,"804,0,0"
779,779,It's easier to smuggle in water,779.0,"805,1,0"
780,780,The belly can easily float and move due to buoyancy.,780.0,"806,1,0"
781,781,the principle of buoyancy,781.0,"807,1,0"
782,782,Gravity,782.0,"808,1,0809,1,0"
783,783,I don't know,783.0,"810,0,0"
784,784,buoyancy,784.0,"811,0,0"
785,785,The principle seems to explain the principle of movement,785.0,"812,1,0"
786,786,I don't know.,786.0,"813,0,0"
787,787,buoyancy,787.0,"814,0,0"
788,788,It is the principle of moving a ship by using buoyancy of floating objects in the water,788.0,"815,1,0"
789,789,It is because of buoyancy.,789.0,"816,0,0"
790,790,Because the ship is lighter than water.,790.0,"817,1,0"
791,791,buoyancyarmed forces,791.0,"818,1,0"
792,792,the use of floating forces in the water,792.0,"819,1,0"
793,793,I think I'm going to float.,793.0,"820,0,0"
794,794,"An object submerged in a fluid, such as water or air, receives a force from the fluid in an upward direction opposite to gravity, which is called buoyancy.",794.0,"821,1,0"
795,795,"Because ships float in water by buoyancy, the principle of buoyancy was used.",795.0,"822,0,0"
796,796,centrifugal force,796.0,"823,1,0"
797,797,"The larger the buoyancy principle area, the better it floats",797.0,"824,1,0"
798,798,buoyancy,798.0,"825,1,0"
799,799,buoyancy,799.0,"826,0,0"
800,800,I don't understand.,800.0,"827,0,0"
801,801,buoyancy,801.0,"828,1,0"
802,802,Increases buoyancy,802.0,"829,0,0"
803,803,buoyancy,803.0,"830,1,0"
804,804,water power,804.0,"831,1,0"
805,805,buoyancy,805.0,"832,1,0"
806,806,It's using buoyancy.,806.0,"833,1,0"
807,807,the force to float an object,807.0,"834,1,0"
808,808,To float a ship using water is to float and move the ship using buoyancy.,808.0,"835,,"
809,809,"Because of buoyancy, the boat floats on the water",809.0,"836,,"
810,810,the use of buoyancy,810.0,"837,64.2%,1.2%"
811,811,buoyancy,,
812,812,buoyancy,,
813,813,I don't understand.,,
814,814,Use buoyancy to float a ship.,,
815,815,It uses the principle that buoyancy repels the gravity of the object and consequently the force applied vertically of the object decreases.,,
816,816,used buoyancy,,
817,817,Use buoyancy to float a heavy ship.,,
818,818,I don't know,,
819,819,buoyancy,,
820,820,buoyancy,,
821,821,Add water to move the boat by creating buoyancy for the boat to float.,,
822,822,buoyancy,,
823,823,to float an object using buoyancy,,
824,824,M and D,,
825,825,I don't understand.,,
826,826,This is because buoyancy rises.,,
827,827,"""I don't know about that",,
828,828,"""",,
829,829,All right.,,
830,830,Let's go up with buoyancy,,
831,831,"When you fill it with water, the boat floats by water",,
832,832,Use buoyancy to transfer,,
833,833,to be able to lift easily using buoyancy The belly is large and buoyant,,
834,834,You can float the boat with buoyancy and move it with less effort.,,
835,835,the principle of a ship floating in water,,
836,836,buoyancy,,
837,837,the law of universal gravitation,,
838,838,buoyancy,,
839,839,It's easy to send down because of buoyancy,,
840,840,It is because of buoyancy.,,
841,841,The force to float an object can be relatively easily transferred using the difference in relative density.,,
842,842,e,,
843,843,buoyancy,,
844,844,the principle of relativity,,
845,845,buoyancy,,
846,846,"Since the boat floats in the water due to buoyancy, it is easier to move the boat to the sea than when there is no buoyancy.",,
847,847,"The boat floats, so if you fill it with water around it, it will float and be easy to move.",,
848,848,The buoyancy is at work.,,
849,849,"Using buoyancy, objects with less density than water float in water, which can easily move ships by receiving force from water",,
850,850,Evaluation Only. Created with Aspose.Cells for Python via Java.Copyright 2003 - 2022 Aspose Pty Ltd.,,
